id	formula_src	charge_src	inchikey_src	smiles_src	pka_src	pkb_src	deltag_method	deltag_used_src	deltag_gc_src	deltag_eq_src
cpd03026	KEGG:C05058	KEGG:C05058	KEGG:C05058	KEGG:C05058	OPAM2:MolGpKa	OPAM2:MolGpKa	EQ	eQuilibrator:MNXM36333	KEGG:C05058@Charged	eQuilibrator:MNXM36333
cpd03027	MetaCyc:CPD-12560@Charged;KEGG:C05060	MetaCyc:CPD-12560@Charged;KEGG:C05060	MetaCyc:CPD-12560@Charged;KEGG:C05060	MetaCyc:CPD-12560@Charged;KEGG:C05060	OPAM2:MolGpKa		EQ	eQuilibrator:MNXM65143	KEGG:C05060@Charged	eQuilibrator:MNXM65143
cpd03028	KEGG:C05071@Charged	KEGG:C05071@Charged	KEGG:C05071@Charged	KEGG:C05071@Charged	OPAM2:MolGpKa	OPAM2:MolGpKa	GC	KEGG:C05071@Charged	KEGG:C05071@Charged	
cpd03029	MetaCyc:CPD-15504;KEGG:C05073@Charged	MetaCyc:CPD-15504;KEGG:C05073@Charged	MetaCyc:CPD-15504;KEGG:C05073@Charged	MetaCyc:CPD-15504;KEGG:C05073@Charged	OPAM2:MolGpKa		GC	KEGG:C05073@Charged	KEGG:C05073@Charged	eQuilibrator:MNXM11161
cpd03030	KEGG:C05076@Charged	KEGG:C05076@Charged	KEGG:C05076@Charged	KEGG:C05076@Charged	OPAM2:MolGpKa	OPAM2:MolGpKa	EQ	eQuilibrator:MNXM724829	KEGG:C05076@Charged	eQuilibrator:MNXM724829
cpd03031	MetaCyc:CPD-21025;KEGG:C05079@Charged	MetaCyc:CPD-21025;KEGG:C05079@Charged	MetaCyc:CPD-21025;KEGG:C05079@Charged	MetaCyc:CPD-21025;KEGG:C05079@Charged	OPAM2:MolGpKa		EQ	eQuilibrator:MNXM158656	KEGG:C05079@Charged	eQuilibrator:MNXM158656
cpd03032	MetaCyc:CPD-15417;KEGG:C05080@Charged;ChEBI:71339	MetaCyc:CPD-15417;KEGG:C05080@Charged;ChEBI:71339	MetaCyc:CPD-15417;KEGG:C05080@Charged;ChEBI:71339	MetaCyc:CPD-15417;KEGG:C05080@Charged;ChEBI:71339	OPAM2:MolGpKa		GC	KEGG:C05080@Charged	KEGG:C05080@Charged	eQuilibrator:MNXM65002
cpd03033	KEGG:C05086	KEGG:C05086	KEGG:C05086	KEGG:C05086		KEGG:C05086	GC	KEGG:C05086@Charged	KEGG:C05086@Charged	
cpd03034	KEGG:C05100@Charged;ChEBI:74414	KEGG:C05100@Charged;ChEBI:74414	KEGG:C05100@Charged;ChEBI:74414	KEGG:C05100@Charged;ChEBI:74414	OPAM2:MolGpKa		EQ	eQuilibrator:MNXM1015	KEGG:C05100@Charged	eQuilibrator:MNXM1015
cpd03035	MetaCyc:4-METHYL-824-CHOLESTADIENOL;ChEBI:1949	MetaCyc:4-METHYL-824-CHOLESTADIENOL;ChEBI:1949	MetaCyc:4-METHYL-824-CHOLESTADIENOL;ChEBI:1949	MetaCyc:4-METHYL-824-CHOLESTADIENOL;ChEBI:1949	OPAM2:MolGpKa		GC	MetaCyc:4-METHYL-824-CHOLESTADIENOL@Charged	MetaCyc:4-METHYL-824-CHOLESTADIENOL@Charged	eQuilibrator:MNXM1804
cpd03036	KEGG:C05104	KEGG:C05104	KEGG:C05104	KEGG:C05104	OPAM2:MolGpKa		GC	KEGG:C05104@Charged	KEGG:C05104@Charged	eQuilibrator:MNXM507634
cpd03037	MetaCyc:CPD-8646;KEGG:C05107;ChEBI:27910	MetaCyc:CPD-8646;KEGG:C05107;ChEBI:27910	MetaCyc:CPD-8646;KEGG:C05107;ChEBI:27910	MetaCyc:CPD-8646;KEGG:C05107;ChEBI:27910	OPAM2:MolGpKa		GC	KEGG:C05107@Charged	KEGG:C05107@Charged	eQuilibrator:MNXM941
cpd03038	MetaCyc:44-DIMETHYL-824-CHOLESTADIENOL;ChEBI:18364	MetaCyc:44-DIMETHYL-824-CHOLESTADIENOL;ChEBI:18364	MetaCyc:44-DIMETHYL-824-CHOLESTADIENOL;ChEBI:18364	MetaCyc:44-DIMETHYL-824-CHOLESTADIENOL;ChEBI:18364	OPAM2:MolGpKa		GC	MetaCyc:44-DIMETHYL-824-CHOLESTADIENOL@Charged	MetaCyc:44-DIMETHYL-824-CHOLESTADIENOL@Charged	eQuilibrator:MNXM913
cpd03039	MetaCyc:CPD-8606;KEGG:C05109;ChEBI:28113	MetaCyc:CPD-8606;KEGG:C05109;ChEBI:28113	MetaCyc:CPD-8606;KEGG:C05109;ChEBI:28113	MetaCyc:CPD-8606;KEGG:C05109;ChEBI:28113	OPAM2:MolGpKa		GC	KEGG:C05109@Charged	KEGG:C05109@Charged	eQuilibrator:MNXM4307
cpd03040	KEGG:C05110	KEGG:C05110	KEGG:C05110	KEGG:C05110	OPAM2:MolGpKa		GC	KEGG:C05110@Charged	KEGG:C05110@Charged	
cpd03041	KEGG:C05111	KEGG:C05111	KEGG:C05111	KEGG:C05111	OPAM2:MolGpKa		GC	KEGG:C05111@Charged	KEGG:C05111@Charged	eQuilibrator:MNXM114318
cpd03042	MetaCyc:Porphyrins@Charged;KEGG:C05113@Charged	MetaCyc:Porphyrins@Charged;KEGG:C05113@Charged	MetaCyc:Porphyrins@Charged;KEGG:C05113@Charged	MetaCyc:Porphyrins@Charged;KEGG:C05113@Charged	OPAM2:MolGpKa	OPAM2:MolGpKa	GC	KEGG:C05113@Charged	KEGG:C05113@Charged	
cpd03043	KEGG:C05116@Charged;ChEBI:78611	KEGG:C05116@Charged;ChEBI:78611	KEGG:C05116@Charged;ChEBI:78611	KEGG:C05116@Charged;ChEBI:78611	OPAM2:MolGpKa	OPAM2:MolGpKa	EQ	eQuilibrator:MNXM4337	KEGG:C05116@Charged	eQuilibrator:MNXM4337
cpd03044	MetaCyc:CPD-19747;KEGG:C05117@Charged	MetaCyc:CPD-19747;KEGG:C05117@Charged	MetaCyc:CPD-19747;KEGG:C05117@Charged	MetaCyc:CPD-19747;KEGG:C05117@Charged	OPAM2:MolGpKa	OPAM2:MolGpKa	EQ	eQuilibrator:MNXM36332	KEGG:C05117@Charged	eQuilibrator:MNXM36332
cpd03045	MetaCyc:CPD-941;KEGG:C05118	MetaCyc:CPD-941;KEGG:C05118	MetaCyc:CPD-941;KEGG:C05118	MetaCyc:CPD-941;KEGG:C05118	OPAM2:MolGpKa		EQ	eQuilibrator:MNXM9096	KEGG:C05118@Charged	eQuilibrator:MNXM9096
cpd03046	KEGG:C05119	KEGG:C05119	KEGG:C05119	KEGG:C05119	OPAM2:MolGpKa		EQ	eQuilibrator:MNXM5589	KEGG:C05119@Charged	eQuilibrator:MNXM5589
cpd03047	MetaCyc:CPD-3743;ChEBI:36257	MetaCyc:CPD-3743;ChEBI:36257	MetaCyc:CPD-3743;ChEBI:36257	MetaCyc:CPD-3743;ChEBI:36257	OPAM2:MolGpKa		GC	MetaCyc:CPD-3743@Charged	MetaCyc:CPD-3743@Charged	eQuilibrator:MNXM2288
cpd03048	MetaCyc:CPD-3745;KEGG:C05123@Charged;ChEBI:61904	MetaCyc:CPD-3745;KEGG:C05123@Charged;ChEBI:61904	MetaCyc:CPD-3745;KEGG:C05123@Charged;ChEBI:61904	MetaCyc:CPD-3745;KEGG:C05123@Charged;ChEBI:61904	OPAM2:MolGpKa		GC	KEGG:C05123@Charged	KEGG:C05123@Charged	eQuilibrator:MNXM1630
cpd03049	MetaCyc:2-ALPHA-HYDROXYETHYL-THPP@Charged;KEGG:C05125@Charged;ChEBI:58939@Charged	MetaCyc:2-ALPHA-HYDROXYETHYL-THPP@Charged;KEGG:C05125@Charged;ChEBI:58939@Charged	MetaCyc:2-ALPHA-HYDROXYETHYL-THPP@Charged;KEGG:C05125@Charged;ChEBI:58939@Charged	MetaCyc:2-ALPHA-HYDROXYETHYL-THPP@Charged;KEGG:C05125@Charged;ChEBI:58939@Charged	OPAM2:MolGpKa	OPAM2:MolGpKa	GC	MetaCyc:2-ALPHA-HYDROXYETHYL-THPP@Charged	MetaCyc:2-ALPHA-HYDROXYETHYL-THPP@Charged	eQuilibrator:MNXM1705
cpd03050	MetaCyc:DIMETHYL-CITRACONATE;KEGG:C05126	MetaCyc:DIMETHYL-CITRACONATE;KEGG:C05126	MetaCyc:DIMETHYL-CITRACONATE;KEGG:C05126	MetaCyc:DIMETHYL-CITRACONATE;KEGG:C05126		KEGG:C05126	EQ	eQuilibrator:MNXM50976	KEGG:C05126@Charged	eQuilibrator:MNXM50976
cpd03051	MetaCyc:N-METHYL-HISTAMINE;KEGG:C05127@Charged;ChEBI:58600	MetaCyc:N-METHYL-HISTAMINE;KEGG:C05127@Charged;ChEBI:58600	MetaCyc:N-METHYL-HISTAMINE;KEGG:C05127@Charged;ChEBI:58600	MetaCyc:N-METHYL-HISTAMINE;KEGG:C05127@Charged;ChEBI:58600		KEGG:C05127	EQ	eQuilibrator:MNXM2840	KEGG:C05127@Charged	eQuilibrator:MNXM2840
cpd03052	MetaCyc:IMIDAZOLE_ACETALDEHYDE;KEGG:C05130;ChEBI:27398	MetaCyc:IMIDAZOLE_ACETALDEHYDE;KEGG:C05130;ChEBI:27398	MetaCyc:IMIDAZOLE_ACETALDEHYDE;KEGG:C05130;ChEBI:27398	MetaCyc:IMIDAZOLE_ACETALDEHYDE;KEGG:C05130;ChEBI:27398	OPAM2:MolGpKa	OPAM2:MolGpKa	EQ	eQuilibrator:MNXM1745	KEGG:C05130@Charged	eQuilibrator:MNXM1745
cpd03053	KEGG:C05131@Charged	KEGG:C05131@Charged	KEGG:C05131@Charged	KEGG:C05131@Charged	OPAM2:MolGpKa	OPAM2:MolGpKa	EQ	eQuilibrator:MNXM57188	KEGG:C05131@Charged	eQuilibrator:MNXM57188
cpd03054										
cpd03055	MetaCyc:5-HYDROXY-4-IMIDAZOLEACETATE@Charged;ChEBI:58565@Charged	MetaCyc:5-HYDROXY-4-IMIDAZOLEACETATE@Charged;ChEBI:58565@Charged	MetaCyc:5-HYDROXY-4-IMIDAZOLEACETATE@Charged;ChEBI:58565@Charged	MetaCyc:5-HYDROXY-4-IMIDAZOLEACETATE@Charged;ChEBI:58565@Charged	OPAM2:MolGpKa		EQ		MetaCyc:5-HYDROXY-4-IMIDAZOLEACETATE@Charged	
cpd03056	KEGG:C05135	KEGG:C05135	KEGG:C05135	KEGG:C05135	OPAM2:MolGpKa	OPAM2:MolGpKa	EQ	eQuilibrator:MNXM12367	KEGG:C05135@Charged	eQuilibrator:MNXM12367
cpd03057	KEGG:C05136@Charged	KEGG:C05136@Charged	KEGG:C05136@Charged	KEGG:C05136@Charged	OPAM2:MolGpKa	OPAM2:MolGpKa	GC	KEGG:C05136@Charged	KEGG:C05136@Charged	
cpd03058	MetaCyc:CPD66-23;ChEBI:28750	MetaCyc:CPD66-23;ChEBI:28750	MetaCyc:CPD66-23;ChEBI:28750	MetaCyc:CPD66-23;ChEBI:28750	OPAM2:MolGpKa		GC	MetaCyc:CPD66-23@Charged	MetaCyc:CPD66-23@Charged	eQuilibrator:MNXM531
cpd03059	KEGG:C05139;ChEBI:27771	KEGG:C05139;ChEBI:27771	KEGG:C05139;ChEBI:27771	KEGG:C05139;ChEBI:27771	OPAM2:MolGpKa		GC	KEGG:C05139@Charged	KEGG:C05139@Charged	eQuilibrator:MNXM2595
cpd03060	MetaCyc:CPD-15604;KEGG:C05140;ChEBI:27582	MetaCyc:CPD-15604;KEGG:C05140;ChEBI:27582	MetaCyc:CPD-15604;KEGG:C05140;ChEBI:27582	MetaCyc:CPD-15604;KEGG:C05140;ChEBI:27582	OPAM2:MolGpKa		GC	KEGG:C05140@Charged	KEGG:C05140@Charged	eQuilibrator:MNXM5426
cpd03061	MetaCyc:ESTRIOL;KEGG:C05141;ChEBI:27974	MetaCyc:ESTRIOL;KEGG:C05141;ChEBI:27974	MetaCyc:ESTRIOL;KEGG:C05141;ChEBI:27974	MetaCyc:ESTRIOL;KEGG:C05141;ChEBI:27974	OPAM2:MolGpKa		GC	KEGG:C05141@Charged	KEGG:C05141@Charged	eQuilibrator:MNXM2673
cpd03062	MetaCyc:CPD-1042;KEGG:C05143;ChEBI:27826	MetaCyc:CPD-1042;KEGG:C05143;ChEBI:27826	MetaCyc:CPD-1042;KEGG:C05143;ChEBI:27826	MetaCyc:CPD-1042;KEGG:C05143;ChEBI:27826	OPAM2:MolGpKa		GC	KEGG:C05143@Charged	KEGG:C05143@Charged	
cpd03063	MetaCyc:3-AMINO-ISOBUTYRATE;KEGG:C05145	MetaCyc:3-AMINO-ISOBUTYRATE;KEGG:C05145	MetaCyc:3-AMINO-ISOBUTYRATE;KEGG:C05145	MetaCyc:3-AMINO-ISOBUTYRATE;KEGG:C05145@Charged	OPAM2:MolGpKa	OPAM2:MolGpKa	EQ	eQuilibrator:MNXM9987	MetaCyc:3-AMINO-ISOBUTYRATE@Charged	eQuilibrator:MNXM9987
cpd03064	MetaCyc:HYDANTOIN;KEGG:C05146	MetaCyc:HYDANTOIN;KEGG:C05146	MetaCyc:HYDANTOIN;KEGG:C05146	MetaCyc:HYDANTOIN;KEGG:C05146	OPAM2:MolGpKa		EQ	eQuilibrator:MNXM11836	KEGG:C05146@Charged	eQuilibrator:MNXM11836
cpd03065	MetaCyc:CPD-664;KEGG:C05147;ChEBI:57938	MetaCyc:CPD-664;KEGG:C05147;ChEBI:57938	MetaCyc:CPD-664;KEGG:C05147;ChEBI:57938	MetaCyc:CPD-664;KEGG:C05147@Charged;ChEBI:57938	OPAM2:MolGpKa	OPAM2:MolGpKa	EQ	eQuilibrator:MNXM4849	KEGG:C05147@Charged	eQuilibrator:MNXM4849
cpd03066	KEGG:C05148	KEGG:C05148	KEGG:C05148	KEGG:C05148	OPAM2:MolGpKa		GC	KEGG:C05148@Charged	KEGG:C05148@Charged	
cpd03067	KEGG:C05149	KEGG:C05149	KEGG:C05149	KEGG:C05149	OPAM2:MolGpKa		GC	KEGG:C05149@Charged	KEGG:C05149@Charged	
cpd03068	MetaCyc:CPD-19636;KEGG:C05151	MetaCyc:CPD-19636;KEGG:C05151	MetaCyc:CPD-19636;KEGG:C05151	MetaCyc:CPD-19636;KEGG:C05151	OPAM2:MolGpKa		GC	KEGG:C05151@Charged	KEGG:C05151@Charged	eQuilibrator:MNXM75065
cpd03069	MetaCyc:CPD-25234@Charged	MetaCyc:CPD-25234@Charged	MetaCyc:CPD-25234@Charged	MetaCyc:CPD-25234@Charged	OPAM2:MolGpKa		GC			
cpd03070	MetaCyc:5-AMINO-4-CHLORO-2-2-HYDROXYMUCONOYL-3@Charged;ChEBI:58308@Charged	MetaCyc:5-AMINO-4-CHLORO-2-2-HYDROXYMUCONOYL-3@Charged;ChEBI:58308@Charged	MetaCyc:5-AMINO-4-CHLORO-2-2-HYDROXYMUCONOYL-3@Charged;ChEBI:58308@Charged	MetaCyc:5-AMINO-4-CHLORO-2-2-HYDROXYMUCONOYL-3@Charged;ChEBI:58308@Charged	KEGG:C05155	KEGG:C05155	GC	MetaCyc:5-AMINO-4-CHLORO-2-2-HYDROXYMUCONOYL-3@Charged	MetaCyc:5-AMINO-4-CHLORO-2-2-HYDROXYMUCONOYL-3@Charged	
cpd03071	MetaCyc:CPD-459;KEGG:C05158@Charged;ChEBI:58181	MetaCyc:CPD-459;KEGG:C05158@Charged;ChEBI:58181	MetaCyc:CPD-459;KEGG:C05158@Charged;ChEBI:58181	MetaCyc:CPD-459;KEGG:C05158@Charged;ChEBI:58181	OPAM2:MolGpKa		GC	KEGG:C05158@Charged	KEGG:C05158@Charged	eQuilibrator:MNXM3104
cpd03072	KEGG:C05159	KEGG:C05159		KEGG:C05159	OPAM2:MolGpKa		GC	KEGG:C05159@Charged	KEGG:C05159@Charged	
cpd03073	MetaCyc:CPD-1066;KEGG:C05161@Charged	MetaCyc:CPD-1066;KEGG:C05161@Charged	MetaCyc:CPD-1066;KEGG:C05161@Charged	MetaCyc:CPD-1066;KEGG:C05161@Charged	OPAM2:MolGpKa	OPAM2:MolGpKa	EQ	eQuilibrator:MNXM2465	KEGG:C05161@Charged	eQuilibrator:MNXM2465
cpd03074										
cpd03075	MetaCyc:CPD-8063;KEGG:C05163	MetaCyc:CPD-8063;KEGG:C05163	MetaCyc:CPD-8063;KEGG:C05163	MetaCyc:CPD-8063;KEGG:C05163	OPAM2:MolGpKa		EQ	eQuilibrator:MNXM32940	KEGG:C05163@Charged	eQuilibrator:MNXM32940
cpd03076	MetaCyc:2-AMINO-5-OXOCYCLOHEX-1-ENECARBOXYL-COA;KEGG:C05165@Charged;ChEBI:58410	MetaCyc:2-AMINO-5-OXOCYCLOHEX-1-ENECARBOXYL-COA;KEGG:C05165@Charged;ChEBI:58410	MetaCyc:2-AMINO-5-OXOCYCLOHEX-1-ENECARBOXYL-COA;KEGG:C05165@Charged;ChEBI:58410	MetaCyc:2-AMINO-5-OXOCYCLOHEX-1-ENECARBOXYL-COA;KEGG:C05165@Charged;ChEBI:58410	OPAM2:MolGpKa	OPAM2:MolGpKa	EQ	eQuilibrator:MNXM1980	MetaCyc:2-AMINO-5-OXOCYCLOHEX-1-ENECARBOXYL-COA@Charged	eQuilibrator:MNXM1980
cpd03077	MetaCyc:Amino-Acids;KEGG:C05167@Charged;ChEBI:62031;ChEBI:78608	MetaCyc:Amino-Acids;KEGG:C05167@Charged;ChEBI:62031;ChEBI:78608		MetaCyc:Amino-Acids;KEGG:C05167@Charged;ChEBI:62031;ChEBI:78608	OPAM2:MolGpKa	OPAM2:MolGpKa	GC	MetaCyc:Amino-Acids@Charged	MetaCyc:Amino-Acids@Charged	
cpd03078					KEGG:C05172		GC			
cpd03079	MetaCyc:S-CHEILANTHIFOLINE;KEGG:C05174;ChEBI:16233	MetaCyc:S-CHEILANTHIFOLINE;KEGG:C05174;ChEBI:16233	MetaCyc:S-CHEILANTHIFOLINE;KEGG:C05174;ChEBI:16233	MetaCyc:S-CHEILANTHIFOLINE;KEGG:C05174;ChEBI:16233	OPAM2:MolGpKa	OPAM2:MolGpKa	EQ	eQuilibrator:MNXM1968	KEGG:C05174@Charged	eQuilibrator:MNXM1968
cpd03080	MetaCyc:S-STYLOPINE;KEGG:C05175;ChEBI:18285	MetaCyc:S-STYLOPINE;KEGG:C05175;ChEBI:18285	MetaCyc:S-STYLOPINE;KEGG:C05175;ChEBI:18285	MetaCyc:S-STYLOPINE;KEGG:C05175;ChEBI:18285		OPAM2:MolGpKa	EQ	eQuilibrator:MNXM2760	KEGG:C05175@Charged	eQuilibrator:MNXM2760
cpd03081	MetaCyc:S-N-METHYLCOCLAURINE;KEGG:C05176@Charged;ChEBI:57993	MetaCyc:S-N-METHYLCOCLAURINE;KEGG:C05176@Charged;ChEBI:57993	MetaCyc:S-N-METHYLCOCLAURINE;KEGG:C05176@Charged;ChEBI:57993	MetaCyc:S-N-METHYLCOCLAURINE;KEGG:C05176@Charged;ChEBI:57993	OPAM2:MolGpKa	OPAM2:MolGpKa	EQ	eQuilibrator:MNXM934	KEGG:C05176@Charged	eQuilibrator:MNXM934
cpd03082	MetaCyc:BERBAMUNINE;KEGG:C05177@Charged;ChEBI:57894	MetaCyc:BERBAMUNINE;KEGG:C05177@Charged;ChEBI:57894	MetaCyc:BERBAMUNINE;KEGG:C05177@Charged;ChEBI:57894	MetaCyc:BERBAMUNINE;KEGG:C05177@Charged;ChEBI:57894	OPAM2:MolGpKa	OPAM2:MolGpKa	EQ	eQuilibrator:MNXM3218	MetaCyc:BERBAMUNINE@Charged	eQuilibrator:MNXM3218
cpd03083	MetaCyc:CPD-21512@Charged;MetaCyc:R-RETICULINE;KEGG:C05178@Charged;ChEBI:58144	MetaCyc:CPD-21512@Charged;MetaCyc:R-RETICULINE;KEGG:C05178@Charged;ChEBI:58144	MetaCyc:CPD-21512@Charged;MetaCyc:R-RETICULINE;KEGG:C05178@Charged;ChEBI:58144	MetaCyc:CPD-21512@Charged;MetaCyc:R-RETICULINE;KEGG:C05178@Charged;ChEBI:58144	OPAM2:MolGpKa	OPAM2:MolGpKa	EQ	eQuilibrator:MNXM1699	KEGG:C05178@Charged	eQuilibrator:MNXM1699
cpd03084	MetaCyc:SALUTARIDINE;KEGG:C05179@Charged;ChEBI:58061	MetaCyc:SALUTARIDINE;KEGG:C05179@Charged;ChEBI:58061	MetaCyc:SALUTARIDINE;KEGG:C05179@Charged;ChEBI:58061	MetaCyc:SALUTARIDINE;KEGG:C05179@Charged;ChEBI:58061	OPAM2:MolGpKa	OPAM2:MolGpKa	GC	KEGG:C05179@Charged	KEGG:C05179@Charged	
cpd03085	MetaCyc:PROTOPINE;KEGG:C05189;ChEBI:16415	MetaCyc:PROTOPINE;KEGG:C05189;ChEBI:16415	MetaCyc:PROTOPINE;KEGG:C05189;ChEBI:16415	MetaCyc:PROTOPINE;KEGG:C05189;ChEBI:16415		OPAM2:MolGpKa	EQ	eQuilibrator:MNXM3345	KEGG:C05189@Charged	eQuilibrator:MNXM3345
cpd03086	MetaCyc:6-HYDROXYPROTOPINE;KEGG:C05190;ChEBI:17104	MetaCyc:6-HYDROXYPROTOPINE;KEGG:C05190;ChEBI:17104	MetaCyc:6-HYDROXYPROTOPINE;KEGG:C05190;ChEBI:17104	MetaCyc:6-HYDROXYPROTOPINE;KEGG:C05190;ChEBI:17104	OPAM2:MolGpKa	OPAM2:MolGpKa	EQ	eQuilibrator:MNXM2955	MetaCyc:6-HYDROXYPROTOPINE@Charged	eQuilibrator:MNXM2955
