id	formula_src	charge_src	inchikey_src	smiles_src	pka_src	pkb_src	deltag_method	deltag_used_src	deltag_gc_src	deltag_eq_src
cpd03222	MetaCyc:5-ALPHA-CHOLESTA-724-DIEN-3-BETA-OL;ChEBI:16290	MetaCyc:5-ALPHA-CHOLESTA-724-DIEN-3-BETA-OL;ChEBI:16290	MetaCyc:5-ALPHA-CHOLESTA-724-DIEN-3-BETA-OL;ChEBI:16290	MetaCyc:5-ALPHA-CHOLESTA-724-DIEN-3-BETA-OL;ChEBI:16290	OPAM2:MolGpKa		GC	MetaCyc:5-ALPHA-CHOLESTA-724-DIEN-3-BETA-OL@Charged	MetaCyc:5-ALPHA-CHOLESTA-724-DIEN-3-BETA-OL@Charged	eQuilibrator:MNXM830
cpd03223	MetaCyc:57222428-ERGOSTATETRAENOL;ChEBI:18249	MetaCyc:57222428-ERGOSTATETRAENOL;ChEBI:18249	MetaCyc:57222428-ERGOSTATETRAENOL;ChEBI:18249	MetaCyc:57222428-ERGOSTATETRAENOL;ChEBI:18249	OPAM2:MolGpKa		GC	MetaCyc:57222428-ERGOSTATETRAENOL@Charged	MetaCyc:57222428-ERGOSTATETRAENOL@Charged	eQuilibrator:MNXM1109
cpd03224	KEGG:C05441;ChEBI:28934	KEGG:C05441;ChEBI:28934	KEGG:C05441;ChEBI:28934	KEGG:C05441;ChEBI:28934	OPAM2:MolGpKa		GC	KEGG:C05441@Charged	KEGG:C05441@Charged	eQuilibrator:MNXM5332
cpd03225	MetaCyc:CPD-4162;KEGG:C05442;ChEBI:28824	MetaCyc:CPD-4162;KEGG:C05442;ChEBI:28824	MetaCyc:CPD-4162;KEGG:C05442;ChEBI:28824	MetaCyc:CPD-4162;KEGG:C05442;ChEBI:28824	OPAM2:MolGpKa		GC	KEGG:C05442@Charged	KEGG:C05442@Charged	eQuilibrator:MNXM6385
cpd03226	KEGG:C05443;ChEBI:28940	KEGG:C05443;ChEBI:28940	KEGG:C05443;ChEBI:28940	KEGG:C05443;ChEBI:28940	OPAM2:MolGpKa		GC	KEGG:C05443@Charged	KEGG:C05443@Charged	eQuilibrator:MNXM1320
cpd03227	KEGG:C05444	KEGG:C05444	KEGG:C05444	KEGG:C05444	OPAM2:MolGpKa		GC	KEGG:C05444@Charged	KEGG:C05444@Charged	eQuilibrator:MNXM1138
cpd03228	KEGG:C05445	KEGG:C05445	KEGG:C05445	KEGG:C05445	OPAM2:MolGpKa		GC	KEGG:C05445@Charged	KEGG:C05445@Charged	eQuilibrator:MNXM1174
cpd03229	MetaCyc:5-BETA-CHOLESTANE-3-ALPHA7-TETRAOL;ChEBI:48939	MetaCyc:5-BETA-CHOLESTANE-3-ALPHA7-TETRAOL;ChEBI:48939	MetaCyc:5-BETA-CHOLESTANE-3-ALPHA7-TETRAOL;ChEBI:48939	MetaCyc:5-BETA-CHOLESTANE-3-ALPHA7-TETRAOL;ChEBI:48939	OPAM2:MolGpKa		GC	MetaCyc:5-BETA-CHOLESTANE-3-ALPHA7-TETRAOL@Charged	MetaCyc:5-BETA-CHOLESTANE-3-ALPHA7-TETRAOL@Charged	eQuilibrator:MNXM643
cpd03230	KEGG:C05447@Charged	KEGG:C05447@Charged	KEGG:C05447@Charged	KEGG:C05447@Charged	OPAM2:MolGpKa	OPAM2:MolGpKa	GC	KEGG:C05447@Charged	KEGG:C05447@Charged	eQuilibrator:MNXM2748
cpd03231	KEGG:C05448@Charged	KEGG:C05448@Charged	KEGG:C05448@Charged	KEGG:C05448@Charged	OPAM2:MolGpKa	OPAM2:MolGpKa	GC	KEGG:C05448@Charged	KEGG:C05448@Charged	eQuilibrator:MNXM560
cpd03232	KEGG:C05449@Charged	KEGG:C05449@Charged	KEGG:C05449@Charged	KEGG:C05449@Charged	OPAM2:MolGpKa	OPAM2:MolGpKa	GC	KEGG:C05449@Charged	KEGG:C05449@Charged	eQuilibrator:MNXM3173
cpd03233	KEGG:C05450@Charged	KEGG:C05450@Charged	KEGG:C05450@Charged	KEGG:C05450@Charged	OPAM2:MolGpKa	OPAM2:MolGpKa	GC	KEGG:C05450@Charged	KEGG:C05450@Charged	eQuilibrator:MNXM827
cpd03234	MetaCyc:CPD-10548;KEGG:C05451;ChEBI:2290	MetaCyc:CPD-10548;KEGG:C05451;ChEBI:2290	MetaCyc:CPD-10548;KEGG:C05451;ChEBI:2290	MetaCyc:CPD-10548;KEGG:C05451;ChEBI:2290		KEGG:C05451	GC	KEGG:C05451@Charged	KEGG:C05451@Charged	eQuilibrator:MNXM1367
cpd03235	MetaCyc:CPD-7238;KEGG:C05452;ChEBI:28047	MetaCyc:CPD-7238;KEGG:C05452;ChEBI:28047	MetaCyc:CPD-7238;KEGG:C05452;ChEBI:28047	MetaCyc:CPD-7238;KEGG:C05452;ChEBI:28047	OPAM2:MolGpKa		GC	KEGG:C05452@Charged	KEGG:C05452@Charged	eQuilibrator:MNXM875
cpd03236	MetaCyc:CPD-10503;KEGG:C05453;ChEBI:2288	MetaCyc:CPD-10503;KEGG:C05453;ChEBI:2288	MetaCyc:CPD-10503;KEGG:C05453;ChEBI:2288	MetaCyc:CPD-10503;KEGG:C05453;ChEBI:2288		KEGG:C05453	GC	KEGG:C05453@Charged	KEGG:C05453@Charged	eQuilibrator:MNXM1180
cpd03237	MetaCyc:5-BETA-CHOLESTANE-3-ALPHA7-ALPHA12-ALP;KEGG:C05454;ChEBI:16496	MetaCyc:5-BETA-CHOLESTANE-3-ALPHA7-ALPHA12-ALP;KEGG:C05454;ChEBI:16496	MetaCyc:5-BETA-CHOLESTANE-3-ALPHA7-ALPHA12-ALP;KEGG:C05454;ChEBI:16496	MetaCyc:5-BETA-CHOLESTANE-3-ALPHA7-ALPHA12-ALP;KEGG:C05454;ChEBI:16496	OPAM2:MolGpKa		GC	MetaCyc:5-BETA-CHOLESTANE-3-ALPHA7-ALPHA12-ALP@Charged	MetaCyc:5-BETA-CHOLESTANE-3-ALPHA7-ALPHA12-ALP@Charged	eQuilibrator:MNXM709
cpd03238	MetaCyc:CPD-1087;KEGG:C05455;ChEBI:17899	MetaCyc:CPD-1087;KEGG:C05455;ChEBI:17899	MetaCyc:CPD-1087;KEGG:C05455;ChEBI:17899	MetaCyc:CPD-1087;KEGG:C05455;ChEBI:17899	OPAM2:MolGpKa		GC	KEGG:C05455@Charged	KEGG:C05455@Charged	eQuilibrator:MNXM595
cpd03239	MetaCyc:CPD-7237;KEGG:C17339;ChEBI:28477	MetaCyc:CPD-7237;KEGG:C17339;ChEBI:28477	MetaCyc:CPD-7237;KEGG:C17339;ChEBI:28477	MetaCyc:CPD-7237;KEGG:C17339;ChEBI:28477	OPAM2:MolGpKa		GC	KEGG:C17339@Charged	KEGG:C17339@Charged	eQuilibrator:MNXM942
cpd03240	KEGG:C05458	KEGG:C05458	KEGG:C05458	KEGG:C05458		KEGG:C05458	GC	KEGG:C05458@Charged	KEGG:C05458@Charged	
cpd03241	KEGG:C05460@Charged	KEGG:C05460@Charged	KEGG:C05460@Charged	KEGG:C05460@Charged	OPAM2:MolGpKa	OPAM2:MolGpKa	GC	KEGG:C05460@Charged	KEGG:C05460@Charged	eQuilibrator:MNXM2747
cpd03242										
cpd03243	MetaCyc:GLYCOCHENODEOXYCHOLIC_ACID;KEGG:C05466@Charged;ChEBI:36252	MetaCyc:GLYCOCHENODEOXYCHOLIC_ACID;KEGG:C05466@Charged;ChEBI:36252	MetaCyc:GLYCOCHENODEOXYCHOLIC_ACID;KEGG:C05466@Charged;ChEBI:36252	MetaCyc:GLYCOCHENODEOXYCHOLIC_ACID;KEGG:C05466@Charged;ChEBI:36252	OPAM2:MolGpKa		GC	KEGG:C05466@Charged	KEGG:C05466@Charged	eQuilibrator:MNXM2379
cpd03244	MetaCyc:CPD-12457;ChEBI:36261	MetaCyc:CPD-12457;ChEBI:36261	MetaCyc:CPD-12457;ChEBI:36261	MetaCyc:CPD-12457;ChEBI:36261	OPAM2:MolGpKa		GC	MetaCyc:CPD-12457@Charged	MetaCyc:CPD-12457@Charged	eQuilibrator:MNXM9132
cpd03245	MetaCyc:GLYCODEOXYCHOLIC_ACID;KEGG:C05464@Charged;ChEBI:82982	MetaCyc:GLYCODEOXYCHOLIC_ACID;KEGG:C05464@Charged;ChEBI:82982	MetaCyc:GLYCODEOXYCHOLIC_ACID;KEGG:C05464@Charged;ChEBI:82982	MetaCyc:GLYCODEOXYCHOLIC_ACID;KEGG:C05464@Charged;ChEBI:82982	OPAM2:MolGpKa		GC	KEGG:C05464@Charged	KEGG:C05464@Charged	eQuilibrator:MNXM8677
cpd03246	MetaCyc:CPD-7283;KEGG:C05465@Charged;ChEBI:9407	MetaCyc:CPD-7283;KEGG:C05465@Charged;ChEBI:9407	MetaCyc:CPD-7283;KEGG:C05465@Charged;ChEBI:9407	MetaCyc:CPD-7283;KEGG:C05465@Charged;ChEBI:9407	OPAM2:MolGpKa		GC	KEGG:C05465@Charged	KEGG:C05465@Charged	eQuilibrator:MNXM1779
cpd03247										
cpd03248	MetaCyc:CPD-7257;KEGG:C05467@Charged;ChEBI:58507	MetaCyc:CPD-7257;KEGG:C05467@Charged;ChEBI:58507	MetaCyc:CPD-7257;KEGG:C05467@Charged;ChEBI:58507	MetaCyc:CPD-7257;KEGG:C05467@Charged;ChEBI:58507	OPAM2:MolGpKa	OPAM2:MolGpKa	GC	KEGG:C05467@Charged	KEGG:C05467@Charged	eQuilibrator:MNXM873
cpd03249	KEGG:C05468@Charged	KEGG:C05468@Charged	KEGG:C05468@Charged	KEGG:C05468@Charged	OPAM2:MolGpKa		GC	KEGG:C05468@Charged	KEGG:C05468@Charged	
cpd03250	MetaCyc:CPD-287;KEGG:C05469;ChEBI:18093	MetaCyc:CPD-287;KEGG:C05469;ChEBI:18093	MetaCyc:CPD-287;KEGG:C05469;ChEBI:18093	MetaCyc:CPD-287;KEGG:C05469;ChEBI:18093	OPAM2:MolGpKa		GC	KEGG:C05469@Charged	KEGG:C05469@Charged	eQuilibrator:MNXM2461
cpd03251	KEGG:C05470	KEGG:C05470	KEGG:C05470	KEGG:C05470	OPAM2:MolGpKa		GC	KEGG:C05470@Charged	KEGG:C05470@Charged	eQuilibrator:MNXM4129
cpd03252	KEGG:C05471;ChEBI:732	KEGG:C05471;ChEBI:732	KEGG:C05471;ChEBI:732	KEGG:C05471;ChEBI:732	OPAM2:MolGpKa		GC	KEGG:C05471@Charged	KEGG:C05471@Charged	eQuilibrator:MNXM3786
cpd03253	KEGG:C05472	KEGG:C05472	KEGG:C05472	KEGG:C05472	OPAM2:MolGpKa		GC	KEGG:C05472@Charged	KEGG:C05472@Charged	eQuilibrator:MNXM4114
cpd03254	KEGG:C05473;ChEBI:86389	KEGG:C05473;ChEBI:86389	KEGG:C05473;ChEBI:86389	KEGG:C05473;ChEBI:86389	OPAM2:MolGpKa		GC	KEGG:C05473@Charged	KEGG:C05473@Charged	
cpd03255	KEGG:C05474	KEGG:C05474	KEGG:C05474	KEGG:C05474	OPAM2:MolGpKa		GC	KEGG:C05474@Charged	KEGG:C05474@Charged	eQuilibrator:MNXM5532
cpd03256	KEGG:C05475;ChEBI:86381	KEGG:C05475;ChEBI:86381	KEGG:C05475;ChEBI:86381	KEGG:C05475;ChEBI:86381	OPAM2:MolGpKa		GC	KEGG:C05475@Charged	KEGG:C05475@Charged	eQuilibrator:MNXM3432
cpd03257	KEGG:C05476	KEGG:C05476	KEGG:C05476	KEGG:C05476	OPAM2:MolGpKa		GC	KEGG:C05476@Charged	KEGG:C05476@Charged	eQuilibrator:MNXM3368
cpd03258	KEGG:C05477	KEGG:C05477	KEGG:C05477	KEGG:C05477	OPAM2:MolGpKa		GC	KEGG:C05477@Charged	KEGG:C05477@Charged	eQuilibrator:MNXM3825
cpd03259	KEGG:C05478	KEGG:C05478	KEGG:C05478	KEGG:C05478	OPAM2:MolGpKa		GC	KEGG:C05478@Charged	KEGG:C05478@Charged	eQuilibrator:MNXM2612
cpd03260	MetaCyc:CPD-5962;KEGG:C05479;ChEBI:30154	MetaCyc:CPD-5962;KEGG:C05479;ChEBI:30154	MetaCyc:CPD-5962;KEGG:C05479;ChEBI:30154	MetaCyc:CPD-5962;KEGG:C05479;ChEBI:30154	KEGG:C05479	KEGG:C05479	GC	KEGG:C05479@Charged	KEGG:C05479@Charged	eQuilibrator:MNXM1534
cpd03261	MetaCyc:CPD-23967;KEGG:C05480;ChEBI:1712	MetaCyc:CPD-23967;KEGG:C05480;ChEBI:1712	MetaCyc:CPD-23967;KEGG:C05480;ChEBI:1712	MetaCyc:CPD-23967;KEGG:C05480;ChEBI:1712	OPAM2:MolGpKa		GC	KEGG:C05480@Charged	KEGG:C05480@Charged	eQuilibrator:MNXM90393
cpd03262	MetaCyc:CORTOLONE	MetaCyc:CORTOLONE	MetaCyc:CORTOLONE	MetaCyc:CORTOLONE	OPAM2:MolGpKa		GC	MetaCyc:CORTOLONE@Charged	MetaCyc:CORTOLONE@Charged	
cpd03263	MetaCyc:CORTOL	MetaCyc:CORTOL	MetaCyc:CORTOL	MetaCyc:CORTOL	OPAM2:MolGpKa		GC	MetaCyc:CORTOL@Charged	MetaCyc:CORTOL@Charged	
cpd03264	KEGG:C05483	KEGG:C05483	KEGG:C05483	KEGG:C05483	OPAM2:MolGpKa		GC	KEGG:C05483@Charged	KEGG:C05483@Charged	eQuilibrator:MNXM166263
cpd03265	MetaCyc:PREGNANEDIOL;KEGG:C05484	MetaCyc:PREGNANEDIOL;KEGG:C05484	MetaCyc:PREGNANEDIOL;KEGG:C05484	MetaCyc:PREGNANEDIOL;KEGG:C05484	OPAM2:MolGpKa		GC	KEGG:C05484@Charged	KEGG:C05484@Charged	eQuilibrator:MNXM78000
cpd03266	KEGG:C05485	KEGG:C05485	KEGG:C05485	KEGG:C05485	OPAM2:MolGpKa		GC	KEGG:C05485@Charged	KEGG:C05485@Charged	
cpd03267	KEGG:C05487	KEGG:C05487	KEGG:C05487	KEGG:C05487	OPAM2:MolGpKa		GC	KEGG:C05487@Charged	KEGG:C05487@Charged	eQuilibrator:MNXM3796
cpd03268	MetaCyc:11-DEOXY-CORTISOL;KEGG:C05488;ChEBI:28324	MetaCyc:11-DEOXY-CORTISOL;KEGG:C05488;ChEBI:28324	MetaCyc:11-DEOXY-CORTISOL;KEGG:C05488;ChEBI:28324	MetaCyc:11-DEOXY-CORTISOL;KEGG:C05488;ChEBI:28324	OPAM2:MolGpKa		GC	MetaCyc:11-DEOXY-CORTISOL@Charged	MetaCyc:11-DEOXY-CORTISOL@Charged	eQuilibrator:MNXM1399
cpd03269	KEGG:C05489	KEGG:C05489	KEGG:C05489	KEGG:C05489	OPAM2:MolGpKa		GC	KEGG:C05489@Charged	KEGG:C05489@Charged	eQuilibrator:MNXM33191
cpd03270	KEGG:C05490	KEGG:C05490	KEGG:C05490	KEGG:C05490	OPAM2:MolGpKa		GC	KEGG:C05490@Charged	KEGG:C05490@Charged	
cpd03271	KEGG:C05497	KEGG:C05497	KEGG:C05497	KEGG:C05497	OPAM2:MolGpKa		GC	KEGG:C05497@Charged	KEGG:C05497@Charged	
cpd03272	KEGG:C05498	KEGG:C05498	KEGG:C05498	KEGG:C05498	KEGG:C05498	KEGG:C05498	GC	KEGG:C05498@Charged	KEGG:C05498@Charged	eQuilibrator:MNXM3787
cpd03273	KEGG:C05499	KEGG:C05499	KEGG:C05499	KEGG:C05499	OPAM2:MolGpKa		GC	KEGG:C05499@Charged	KEGG:C05499@Charged	eQuilibrator:MNXM4163
cpd03274	MetaCyc:2-HYDROXY-CHOLESTEROL@Charged	MetaCyc:2-HYDROXY-CHOLESTEROL@Charged	MetaCyc:2-HYDROXY-CHOLESTEROL@Charged	MetaCyc:2-HYDROXY-CHOLESTEROL@Charged	OPAM2:MolGpKa		GC	MetaCyc:2-HYDROXY-CHOLESTEROL@Charged	MetaCyc:2-HYDROXY-CHOLESTEROL@Charged	
cpd03275	MetaCyc:20A-20B-DIHYDROXY-CHOLESTEROL;KEGG:C05501;ChEBI:1294	MetaCyc:20A-20B-DIHYDROXY-CHOLESTEROL;KEGG:C05501;ChEBI:1294	MetaCyc:20A-20B-DIHYDROXY-CHOLESTEROL;KEGG:C05501;ChEBI:1294	MetaCyc:20A-20B-DIHYDROXY-CHOLESTEROL;KEGG:C05501;ChEBI:1294	OPAM2:MolGpKa		GC	MetaCyc:20A-20B-DIHYDROXY-CHOLESTEROL@Charged	MetaCyc:20A-20B-DIHYDROXY-CHOLESTEROL@Charged	eQuilibrator:MNXM1200
cpd03276	MetaCyc:CPD-14702;KEGG:C05502;ChEBI:67237	MetaCyc:CPD-14702;KEGG:C05502;ChEBI:67237	MetaCyc:CPD-14702;KEGG:C05502;ChEBI:67237	MetaCyc:CPD-14702;KEGG:C05502;ChEBI:67237	OPAM2:MolGpKa		GC	KEGG:C05502@Charged	KEGG:C05502@Charged	eQuilibrator:MNXM90173
cpd03277	KEGG:C05503@Charged;ChEBI:136641	KEGG:C05503@Charged;ChEBI:136641	KEGG:C05503@Charged;ChEBI:136641	KEGG:C05503@Charged;ChEBI:136641	OPAM2:MolGpKa		GC	KEGG:C05503@Charged	KEGG:C05503@Charged	eQuilibrator:MNXM5427
cpd03278	KEGG:C05504@Charged;ChEBI:136650	KEGG:C05504@Charged;ChEBI:136650	KEGG:C05504@Charged;ChEBI:136650	KEGG:C05504@Charged;ChEBI:136650	OPAM2:MolGpKa		GC	KEGG:C05504@Charged	KEGG:C05504@Charged	eQuilibrator:MNXM164763
cpd03279	MetaCyc:DEOXYINOSINE;KEGG:C05512;ChEBI:28997	MetaCyc:DEOXYINOSINE;KEGG:C05512;ChEBI:28997	MetaCyc:DEOXYINOSINE;KEGG:C05512;ChEBI:28997	MetaCyc:DEOXYINOSINE@Charged;KEGG:C05512;ChEBI:28997	OPAM2:MolGpKa	OPAM2:MolGpKa	EQ	eQuilibrator:MNXM935	KEGG:C05512@Charged	eQuilibrator:MNXM935
cpd03280	MetaCyc:5-UREIDO-4-IMIDAZOLE_CARBOXYLATE;KEGG:C05515@Charged	MetaCyc:5-UREIDO-4-IMIDAZOLE_CARBOXYLATE;KEGG:C05515@Charged	MetaCyc:5-UREIDO-4-IMIDAZOLE_CARBOXYLATE;KEGG:C05515@Charged	MetaCyc:5-UREIDO-4-IMIDAZOLE_CARBOXYLATE;KEGG:C05515@Charged	OPAM2:MolGpKa	OPAM2:MolGpKa	EQ	eQuilibrator:MNXM4401	MetaCyc:5-UREIDO-4-IMIDAZOLE_CARBOXYLATE@Charged	eQuilibrator:MNXM4401
cpd03281	MetaCyc:4-AMINO-5-IMIDAZOLE_CARBOXYLATE;KEGG:C05516	MetaCyc:4-AMINO-5-IMIDAZOLE_CARBOXYLATE;KEGG:C05516	MetaCyc:4-AMINO-5-IMIDAZOLE_CARBOXYLATE;KEGG:C05516	MetaCyc:4-AMINO-5-IMIDAZOLE_CARBOXYLATE@Charged;KEGG:C05516@Charged	OPAM2:MolGpKa	OPAM2:MolGpKa	EQ	eQuilibrator:MNXM4389	MetaCyc:4-AMINO-5-IMIDAZOLE_CARBOXYLATE@Charged	eQuilibrator:MNXM4389
cpd03282	MetaCyc:L-ALLO-THREONINE;KEGG:C05519;ChEBI:58585	MetaCyc:L-ALLO-THREONINE;KEGG:C05519;ChEBI:58585	MetaCyc:L-ALLO-THREONINE;KEGG:C05519;ChEBI:58585	MetaCyc:L-ALLO-THREONINE;KEGG:C05519@Charged;ChEBI:58585	OPAM2:MolGpKa	OPAM2:MolGpKa	EQ	eQuilibrator:MNXM2125	KEGG:C05519@Charged	eQuilibrator:MNXM2125
cpd03283	MetaCyc:2-AMINO-3-KETOADIPATE@Charged;KEGG:C05520@Charged	MetaCyc:2-AMINO-3-KETOADIPATE@Charged;KEGG:C05520@Charged	MetaCyc:2-AMINO-3-KETOADIPATE@Charged;KEGG:C05520@Charged	MetaCyc:2-AMINO-3-KETOADIPATE@Charged;KEGG:C05520@Charged	OPAM2:MolGpKa	OPAM2:MolGpKa	EQ	eQuilibrator:MNXM6691	MetaCyc:2-AMINO-3-KETOADIPATE@Charged	eQuilibrator:MNXM6691
cpd03284	MetaCyc:3-SULFINYL-PYRUVATE;KEGG:C05527@Charged;ChEBI:140699	MetaCyc:3-SULFINYL-PYRUVATE;KEGG:C05527@Charged;ChEBI:140699	MetaCyc:3-SULFINYL-PYRUVATE;KEGG:C05527@Charged;ChEBI:140699	MetaCyc:3-SULFINYL-PYRUVATE;KEGG:C05527@Charged;ChEBI:140699	OPAM2:MolGpKa		GC	MetaCyc:3-SULFINYL-PYRUVATE@Charged	MetaCyc:3-SULFINYL-PYRUVATE@Charged	eQuilibrator:MNXM2484
cpd03285	MetaCyc:CPD-380;KEGG:C05528@Charged;ChEBI:57940	MetaCyc:CPD-380;KEGG:C05528@Charged;ChEBI:57940	MetaCyc:CPD-380;KEGG:C05528@Charged;ChEBI:57940	MetaCyc:CPD-380;KEGG:C05528@Charged;ChEBI:57940	OPAM2:MolGpKa		GC	KEGG:C05528@Charged	KEGG:C05528@Charged	eQuilibrator:MNXM594
cpd03287	MetaCyc:OXALO-GLUTARATE;KEGG:C05533@Charged	MetaCyc:OXALO-GLUTARATE;KEGG:C05533@Charged	MetaCyc:OXALO-GLUTARATE;KEGG:C05533@Charged	MetaCyc:OXALO-GLUTARATE;KEGG:C05533@Charged	OPAM2:MolGpKa		EQ	eQuilibrator:MNXM2929	KEGG:C05533@Charged	eQuilibrator:MNXM2929
cpd03288	KEGG:C05537@Charged	KEGG:C05537@Charged	KEGG:C05537@Charged	KEGG:C05537@Charged	OPAM2:MolGpKa		EQ	eQuilibrator:MNXM587858	KEGG:C05537@Charged	eQuilibrator:MNXM587858
cpd03289	MetaCyc:N-ACETYL-L-2-AMINO-6-OXO-PIMELATE;KEGG:C05539@Charged;ChEBI:58117	MetaCyc:N-ACETYL-L-2-AMINO-6-OXO-PIMELATE;KEGG:C05539@Charged;ChEBI:58117	MetaCyc:N-ACETYL-L-2-AMINO-6-OXO-PIMELATE;KEGG:C05539@Charged;ChEBI:58117	MetaCyc:N-ACETYL-L-2-AMINO-6-OXO-PIMELATE;KEGG:C05539@Charged;ChEBI:58117	OPAM2:MolGpKa		EQ	eQuilibrator:MNXM1872	KEGG:C05539@Charged	eQuilibrator:MNXM1872
cpd03290	KEGG:C04487@Charged	KEGG:C04487@Charged		KEGG:C04487@Charged	OPAM2:MolGpKa	OPAM2:MolGpKa	GC	KEGG:C04487@Charged	KEGG:C04487@Charged	
cpd03291	MetaCyc:2-KETO-6-ACETAMIDOCAPROATE;KEGG:C05548@Charged;ChEBI:79192	MetaCyc:2-KETO-6-ACETAMIDOCAPROATE;KEGG:C05548@Charged;ChEBI:79192	MetaCyc:2-KETO-6-ACETAMIDOCAPROATE;KEGG:C05548@Charged;ChEBI:79192	MetaCyc:2-KETO-6-ACETAMIDOCAPROATE;KEGG:C05548@Charged;ChEBI:79192	OPAM2:MolGpKa		EQ	eQuilibrator:MNXM2603	MetaCyc:2-KETO-6-ACETAMIDOCAPROATE@Charged	eQuilibrator:MNXM2603
cpd03292	MetaCyc:PENICILLIN-G;KEGG:C05551@Charged;ChEBI:51354	MetaCyc:PENICILLIN-G;KEGG:C05551@Charged;ChEBI:51354	MetaCyc:PENICILLIN-G;KEGG:C05551@Charged;ChEBI:51354	MetaCyc:PENICILLIN-G;KEGG:C05551@Charged;ChEBI:51354	OPAM2:MolGpKa		GC	KEGG:C05551@Charged	KEGG:C05551@Charged	eQuilibrator:MNXM1812
cpd03293	KEGG:C05552	KEGG:C05552	KEGG:C05552	KEGG:C05552@Charged	OPAM2:MolGpKa	OPAM2:MolGpKa	GC	KEGG:C05552@Charged	KEGG:C05552@Charged	
cpd03294	MetaCyc:AEROBACTIN;KEGG:C05554@Charged;ChEBI:58396	MetaCyc:AEROBACTIN;KEGG:C05554@Charged;ChEBI:58396	MetaCyc:AEROBACTIN;KEGG:C05554@Charged;ChEBI:58396	MetaCyc:AEROBACTIN;KEGG:C05554@Charged;ChEBI:58396	OPAM2:MolGpKa		GC	MetaCyc:AEROBACTIN@Charged	MetaCyc:AEROBACTIN@Charged	eQuilibrator:MNXM1464
cpd03295	MetaCyc:N-5S-5-AMINO-5-CARBOXYPENTANOYL-L-CY@Charged;ChEBI:58572@Charged	MetaCyc:N-5S-5-AMINO-5-CARBOXYPENTANOYL-L-CY@Charged;ChEBI:58572@Charged	MetaCyc:N-5S-5-AMINO-5-CARBOXYPENTANOYL-L-CY@Charged;ChEBI:58572@Charged	MetaCyc:N-5S-5-AMINO-5-CARBOXYPENTANOYL-L-CY@Charged;ChEBI:58572@Charged	OPAM2:MolGpKa	OPAM2:MolGpKa	EQ	eQuilibrator:MNXM1758	MetaCyc:N-5S-5-AMINO-5-CARBOXYPENTANOYL-L-CY@Charged	eQuilibrator:MNXM1758
cpd03296	MetaCyc:ISOPENICILLIN-N;KEGG:C05557@Charged;ChEBI:58399	MetaCyc:ISOPENICILLIN-N;KEGG:C05557@Charged;ChEBI:58399	MetaCyc:ISOPENICILLIN-N;KEGG:C05557@Charged;ChEBI:58399	MetaCyc:ISOPENICILLIN-N;KEGG:C05557@Charged;ChEBI:58399	OPAM2:MolGpKa	OPAM2:MolGpKa	GC	KEGG:C05557@Charged	KEGG:C05557@Charged	eQuilibrator:MNXM1192
cpd03297	KEGG:C05560@Charged	KEGG:C05560@Charged	KEGG:C05560@Charged	KEGG:C05560@Charged	OPAM2:MolGpKa	OPAM2:MolGpKa	GC	KEGG:C05560@Charged	KEGG:C05560@Charged	eQuilibrator:MNXM38010
cpd03298	KEGG:C05562	KEGG:C05562	KEGG:C05562	KEGG:C05562@Charged	OPAM2:MolGpKa		EQ	eQuilibrator:MNXM57187	KEGG:C05562@Charged	eQuilibrator:MNXM57187
cpd03299	MetaCyc:HYDANTOIN-5-PROPIONATE;KEGG:C05565@Charged	MetaCyc:HYDANTOIN-5-PROPIONATE;KEGG:C05565@Charged	MetaCyc:HYDANTOIN-5-PROPIONATE;KEGG:C05565@Charged	MetaCyc:HYDANTOIN-5-PROPIONATE;KEGG:C05565@Charged	OPAM2:MolGpKa		EQ	eQuilibrator:MNXM4617	KEGG:C05565@Charged	eQuilibrator:MNXM4617
cpd03300	MetaCyc:IMIDAZOLE-LACTATE;KEGG:C05568@Charged	MetaCyc:IMIDAZOLE-LACTATE;KEGG:C05568@Charged	MetaCyc:IMIDAZOLE-LACTATE;KEGG:C05568@Charged	MetaCyc:IMIDAZOLE-LACTATE@Charged;KEGG:C05568@Charged	OPAM2:MolGpKa		EQ	eQuilibrator:MNXM57189	KEGG:C05568@Charged	eQuilibrator:MNXM57189
cpd03301	MetaCyc:Ergothioneine@Charged;KEGG:C05570@Charged;ChEBI:134344@Charged	MetaCyc:Ergothioneine@Charged;KEGG:C05570@Charged;ChEBI:134344@Charged	MetaCyc:Ergothioneine@Charged;KEGG:C05570@Charged;ChEBI:134344@Charged	MetaCyc:Ergothioneine@Charged;KEGG:C05570@Charged;ChEBI:134344@Charged	OPAM2:MolGpKa	OPAM2:MolGpKa	GC	KEGG:C05570@Charged	KEGG:C05570@Charged	
cpd03302	KEGG:C05571@Charged	KEGG:C05571@Charged	KEGG:C05571@Charged	KEGG:C05571@Charged	OPAM2:MolGpKa		GC	KEGG:C05571@Charged	KEGG:C05571@Charged	
cpd03303	MetaCyc:4-OXOGLUTARAMATE;KEGG:C05572@Charged	MetaCyc:4-OXOGLUTARAMATE;KEGG:C05572@Charged	MetaCyc:4-OXOGLUTARAMATE;KEGG:C05572@Charged	MetaCyc:4-OXOGLUTARAMATE;KEGG:C05572@Charged	OPAM2:MolGpKa		EQ	eQuilibrator:MNXM4374	MetaCyc:4-OXOGLUTARAMATE@Charged	eQuilibrator:MNXM4374
