id	formula_src	charge_src	inchikey_src	smiles_src	pka_src	pkb_src	deltag_method	deltag_used_src	deltag_gc_src	deltag_eq_src
cpd13333					KEGG:C08721	KEGG:C08721				
cpd13334										
cpd13335										
cpd13336										
cpd13337										
cpd13338										
cpd13339										
cpd13340										
cpd13341										
cpd13342										
cpd13343										
cpd13345										
cpd13346										
cpd13347										
cpd13355						KEGG:C11205				
cpd13357					KEGG:C11244	KEGG:C11244				
cpd13361					KEGG:C11317	KEGG:C11317				
cpd13362	KEGG:C11334@Charged	KEGG:C11334@Charged		KEGG:C11334@Charged	KEGG:C11334	KEGG:C11334	GC	KEGG:C11334@Charged	KEGG:C11334@Charged	
cpd13363										
cpd13364	KEGG:C11439@Charged	KEGG:C11439@Charged		KEGG:C11439@Charged	OPAM2:MolGpKa		GC	KEGG:C11439@Charged	KEGG:C11439@Charged	
cpd13365	KEGG:C11440@Charged	KEGG:C11440@Charged		KEGG:C11440@Charged	OPAM2:MolGpKa	OPAM2:MolGpKa	GC	KEGG:C11440@Charged	KEGG:C11440@Charged	
cpd13366										
cpd13367	KEGG:C11449@Charged	KEGG:C11449@Charged		KEGG:C11449@Charged	OPAM2:MolGpKa	OPAM2:MolGpKa	GC	KEGG:C11449@Charged	KEGG:C11449@Charged	
cpd13368										
cpd13369										
cpd13370					KEGG:C11475	KEGG:C11475				
cpd13371										
cpd13372					KEGG:C11478	KEGG:C11478				
cpd13373	KEGG:C11482	KEGG:C11482		KEGG:C11482	KEGG:C11482		GC	KEGG:C11482@Charged	KEGG:C11482@Charged	
cpd13374										
cpd13375										
cpd13376	KEGG:C11547@Charged	KEGG:C11547@Charged		KEGG:C11547@Charged	OPAM2:MolGpKa		GC	KEGG:C11547@Charged	KEGG:C11547@Charged	
cpd13377	KEGG:C11548@Charged	KEGG:C11548@Charged		KEGG:C11548@Charged	OPAM2:MolGpKa		GC	KEGG:C11548@Charged	KEGG:C11548@Charged	
cpd13378						KEGG:C11549				
cpd13379						KEGG:C11550				
cpd13380						KEGG:C11551				
cpd13381						KEGG:C11552				
cpd13382					KEGG:C11553	KEGG:C11553				
cpd13383	KEGG:C11554@Charged;ChEBI:57658	KEGG:C11554@Charged;ChEBI:57658		KEGG:C11554@Charged;ChEBI:57658	OPAM2:MolGpKa		GC	KEGG:C11554@Charged	KEGG:C11554@Charged	
cpd13384	KEGG:C11556@Charged;ChEBI:57923	KEGG:C11556@Charged;ChEBI:57923		KEGG:C11556@Charged;ChEBI:57923	OPAM2:MolGpKa		GC	KEGG:C11556@Charged	KEGG:C11556@Charged	
cpd13385	KEGG:C11557@Charged;ChEBI:57795	KEGG:C11557@Charged;ChEBI:57795		KEGG:C11557@Charged;ChEBI:57795	OPAM2:MolGpKa		GC	KEGG:C11557@Charged	KEGG:C11557@Charged	
cpd13386	KEGG:C11572	KEGG:C11572		KEGG:C11572	OPAM2:MolGpKa		GC	KEGG:C11572@Charged	KEGG:C11572@Charged	
cpd13387	KEGG:C11612@Charged	KEGG:C11612@Charged		KEGG:C11612@Charged	OPAM2:MolGpKa	OPAM2:MolGpKa	GC	KEGG:C11612@Charged	KEGG:C11612@Charged	
cpd13388					KEGG:C11613	KEGG:C11613				
cpd13389										
cpd13390	MetaCyc:CPD-7988	MetaCyc:CPD-7988	MetaCyc:CPD-7988	MetaCyc:CPD-7988	KEGG:C11623	KEGG:C11623	GC	MetaCyc:CPD-7988@Charged	MetaCyc:CPD-7988@Charged	
cpd13391	MetaCyc:CPD-3566	MetaCyc:CPD-3566	MetaCyc:CPD-3566	MetaCyc:CPD-3566	KEGG:C11624	KEGG:C11624	GC	MetaCyc:CPD-3566@Charged	MetaCyc:CPD-3566@Charged	
cpd13392	MetaCyc:CPD-3563	MetaCyc:CPD-3563	MetaCyc:CPD-3563	MetaCyc:CPD-3563	KEGG:C11625	KEGG:C11625	GC	MetaCyc:CPD-3563@Charged	MetaCyc:CPD-3563@Charged	
cpd13395	KEGG:C11746@Charged	KEGG:C11746@Charged		KEGG:C11746@Charged	OPAM2:MolGpKa	OPAM2:MolGpKa	GC	KEGG:C11746@Charged	KEGG:C11746@Charged	
cpd13396	KEGG:C11747@Charged	KEGG:C11747@Charged	KEGG:C11747@Charged	KEGG:C11747@Charged	OPAM2:MolGpKa	OPAM2:MolGpKa	GC	KEGG:C11747@Charged	KEGG:C11747@Charged	
cpd13397	KEGG:C11756@Charged	KEGG:C11756@Charged		KEGG:C11756@Charged	OPAM2:MolGpKa		GC	KEGG:C11756@Charged	KEGG:C11756@Charged	
cpd13399										
cpd13400					KEGG:C11826	KEGG:C11826				
cpd13401					KEGG:C11827					
cpd13402										
cpd13403	MetaCyc:CPD-5242	MetaCyc:CPD-5242		MetaCyc:CPD-5242	KEGG:C12063	KEGG:C12063	GC	MetaCyc:CPD-5242@Charged	MetaCyc:CPD-5242@Charged	
cpd13404	KEGG:C12146@Charged;ChEBI:137040;ChEBI:138261;ChEBI:143018;ChEBI:74146;ChEBI:74161;ChEBI:77636;ChEBI:83139;ChEBI:90546;ChEBI:90736	KEGG:C12146@Charged;ChEBI:137040;ChEBI:138261;ChEBI:143018;ChEBI:74146;ChEBI:74161;ChEBI:77636;ChEBI:83139;ChEBI:90546;ChEBI:90736		KEGG:C12146@Charged;ChEBI:137040;ChEBI:138261;ChEBI:143018;ChEBI:74146;ChEBI:74161;ChEBI:77636;ChEBI:83139;ChEBI:90546;ChEBI:90736	OPAM2:MolGpKa	OPAM2:MolGpKa	GC	KEGG:C12146@Charged	KEGG:C12146@Charged	
cpd13408						KEGG:C12282				
cpd13411	KEGG:C12348@Charged;Override:ACPs	KEGG:C12348@Charged;Override:ACPs		KEGG:C12348@Charged	OPAM2:MolGpKa		GC	KEGG:C12348@Charged	KEGG:C12348@Charged	
cpd13412	KEGG:C12349@Charged;Override:ACPs	KEGG:C12349@Charged;Override:ACPs		KEGG:C12349@Charged	OPAM2:MolGpKa		GC	KEGG:C12349@Charged	KEGG:C12349@Charged	
cpd13413	KEGG:C12350@Charged;Override:ACPs	KEGG:C12350@Charged;Override:ACPs		KEGG:C12350@Charged	OPAM2:MolGpKa		GC	KEGG:C12350@Charged	KEGG:C12350@Charged	
cpd13414	KEGG:C12351@Charged;Override:ACPs	KEGG:C12351@Charged;Override:ACPs		KEGG:C12351@Charged	OPAM2:MolGpKa		GC	KEGG:C12351@Charged	KEGG:C12351@Charged	
cpd13415	KEGG:C12352@Charged;Override:ACPs	KEGG:C12352@Charged;Override:ACPs		KEGG:C12352@Charged	OPAM2:MolGpKa		GC	KEGG:C12352@Charged	KEGG:C12352@Charged	
cpd13416	KEGG:C12353@Charged;Override:ACPs	KEGG:C12353@Charged;Override:ACPs		KEGG:C12353@Charged	OPAM2:MolGpKa		GC	KEGG:C12353@Charged	KEGG:C12353@Charged	
cpd13417	KEGG:C12354@Charged;Override:ACPs	KEGG:C12354@Charged;Override:ACPs		KEGG:C12354@Charged	OPAM2:MolGpKa		GC	KEGG:C12354@Charged	KEGG:C12354@Charged	
cpd13418	KEGG:C12355@Charged;Override:ACPs	KEGG:C12355@Charged;Override:ACPs		KEGG:C12355@Charged	OPAM2:MolGpKa		GC	KEGG:C12355@Charged	KEGG:C12355@Charged	
cpd13419	KEGG:C12356@Charged;Override:ACPs	KEGG:C12356@Charged;Override:ACPs		KEGG:C12356@Charged	OPAM2:MolGpKa		GC	KEGG:C12356@Charged	KEGG:C12356@Charged	
cpd13420	KEGG:C12357@Charged;Override:ACPs	KEGG:C12357@Charged;Override:ACPs		KEGG:C12357@Charged	OPAM2:MolGpKa		GC	KEGG:C12357@Charged	KEGG:C12357@Charged	
cpd13421	KEGG:C12358@Charged;Override:ACPs	KEGG:C12358@Charged;Override:ACPs		KEGG:C12358@Charged	OPAM2:MolGpKa		GC	KEGG:C12358@Charged	KEGG:C12358@Charged	
cpd13422	KEGG:C12359@Charged;Override:ACPs	KEGG:C12359@Charged;Override:ACPs		KEGG:C12359@Charged	OPAM2:MolGpKa		GC	KEGG:C12359@Charged	KEGG:C12359@Charged	
cpd13423	KEGG:C12360@Charged;Override:ACPs	KEGG:C12360@Charged;Override:ACPs		KEGG:C12360@Charged	OPAM2:MolGpKa		GC	KEGG:C12360@Charged	KEGG:C12360@Charged	
cpd13424	KEGG:C12361@Charged;Override:ACPs	KEGG:C12361@Charged;Override:ACPs		KEGG:C12361@Charged	OPAM2:MolGpKa		GC	KEGG:C12361@Charged	KEGG:C12361@Charged	
cpd13425	KEGG:C12362@Charged;Override:ACPs	KEGG:C12362@Charged;Override:ACPs		KEGG:C12362@Charged	OPAM2:MolGpKa		GC	KEGG:C12362@Charged	KEGG:C12362@Charged	
cpd13426	KEGG:C12363@Charged;Override:ACPs	KEGG:C12363@Charged;Override:ACPs		KEGG:C12363@Charged	OPAM2:MolGpKa		GC	KEGG:C12363@Charged	KEGG:C12363@Charged	
cpd13427	KEGG:C12364@Charged;Override:ACPs	KEGG:C12364@Charged;Override:ACPs		KEGG:C12364@Charged	OPAM2:MolGpKa		GC	KEGG:C12364@Charged	KEGG:C12364@Charged	
cpd13428	KEGG:C12365@Charged;Override:ACPs	KEGG:C12365@Charged;Override:ACPs		KEGG:C12365@Charged	OPAM2:MolGpKa		GC	KEGG:C12365@Charged	KEGG:C12365@Charged	
cpd13429	MetaCyc:CPD-15806@Charged;KEGG:C12415@Charged;ChEBI:84345@Charged	MetaCyc:CPD-15806@Charged;KEGG:C12415@Charged;ChEBI:84345@Charged	MetaCyc:CPD-15806@Charged;KEGG:C12415@Charged;ChEBI:84345@Charged	MetaCyc:CPD-15806@Charged;KEGG:C12415@Charged;ChEBI:84345@Charged	OPAM2:MolGpKa		GC	KEGG:C12415@Charged	KEGG:C12415@Charged	
cpd13430	KEGG:C12441@Charged;Override:ACPs	KEGG:C12441@Charged;Override:ACPs		KEGG:C12441@Charged	OPAM2:MolGpKa		GC	KEGG:C12441@Charged	KEGG:C12441@Charged	
cpd13431	KEGG:C12460@Charged	KEGG:C12460@Charged		KEGG:C12460@Charged	OPAM2:MolGpKa	OPAM2:MolGpKa	GC	KEGG:C12460@Charged	KEGG:C12460@Charged	
cpd13432	KEGG:C12461@Charged	KEGG:C12461@Charged		KEGG:C12461@Charged	OPAM2:MolGpKa	OPAM2:MolGpKa	GC	KEGG:C12461@Charged	KEGG:C12461@Charged	
cpd13433	KEGG:C12462@Charged	KEGG:C12462@Charged		KEGG:C12462@Charged	OPAM2:MolGpKa	OPAM2:MolGpKa	GC	KEGG:C12462@Charged	KEGG:C12462@Charged	
cpd13434	KEGG:C12463	KEGG:C12463		KEGG:C12463	OPAM2:MolGpKa	OPAM2:MolGpKa	GC	KEGG:C12463@Charged	KEGG:C12463@Charged	
cpd13435	KEGG:C12464	KEGG:C12464		KEGG:C12464	OPAM2:MolGpKa	OPAM2:MolGpKa	GC	KEGG:C12464@Charged	KEGG:C12464@Charged	
cpd13436	KEGG:C12465	KEGG:C12465		KEGG:C12465	OPAM2:MolGpKa	OPAM2:MolGpKa	GC	KEGG:C12465@Charged	KEGG:C12465@Charged	
cpd13437	KEGG:C12467	KEGG:C12467		KEGG:C12467	OPAM2:MolGpKa	OPAM2:MolGpKa	GC	KEGG:C12467@Charged	KEGG:C12467@Charged	
cpd13438	KEGG:C12470@Charged	KEGG:C12470@Charged		KEGG:C12470@Charged		KEGG:C12470	GC	KEGG:C12470@Charged	KEGG:C12470@Charged	
cpd13439	KEGG:C12482	KEGG:C12482		KEGG:C12482		KEGG:C12482	GC	KEGG:C12482@Charged	KEGG:C12482@Charged	
cpd13440	KEGG:C12483	KEGG:C12483		KEGG:C12483	OPAM2:MolGpKa		GC	KEGG:C12483@Charged	KEGG:C12483@Charged	
cpd13441	KEGG:C12484	KEGG:C12484		KEGG:C12484	OPAM2:MolGpKa		GC	KEGG:C12484@Charged	KEGG:C12484@Charged	
cpd13780						KEGG:C12942				
cpd13880	KEGG:C13074@Charged	KEGG:C13074@Charged		KEGG:C13074@Charged	OPAM2:MolGpKa	OPAM2:MolGpKa	GC	KEGG:C13074@Charged	KEGG:C13074@Charged	
cpd13883										
cpd13904					KEGG:C13106	KEGG:C13106				
cpd13942					KEGG:C13156	KEGG:C13156				
cpd13953	KEGG:C13168	KEGG:C13168	KEGG:C13168	KEGG:C13168@Charged	OPAM2:MolGpKa	OPAM2:MolGpKa	GC	KEGG:C13168@Charged	KEGG:C13168@Charged	eQuilibrator:MNXM155381
