id	formula_src	charge_src	inchikey_src	smiles_src	pka_src	pkb_src	deltag_method	deltag_used_src	deltag_gc_src	deltag_eq_src
cpd34100	MetaCyc:CPD-17419	MetaCyc:CPD-17419	MetaCyc:CPD-17419	MetaCyc:CPD-17419	OPAM2:MolGpKa		GC	MetaCyc:CPD-17419@Charged	MetaCyc:CPD-17419@Charged	eQuilibrator:MNXM149054
cpd34101	MetaCyc:CPD-20099	MetaCyc:CPD-20099	MetaCyc:CPD-20099	MetaCyc:CPD-20099			GC	MetaCyc:CPD-20099@Charged	MetaCyc:CPD-20099@Charged	
cpd34102	MetaCyc:CPD-17206	MetaCyc:CPD-17206	MetaCyc:CPD-17206	MetaCyc:CPD-17206	OPAM2:MolGpKa	OPAM2:MolGpKa	GC	MetaCyc:CPD-17206@Charged	MetaCyc:CPD-17206@Charged	eQuilibrator:MNXM147475
cpd34103	MetaCyc:CPD-15457@Charged;ChEBI:77157@Charged	MetaCyc:CPD-15457@Charged;ChEBI:77157@Charged	MetaCyc:CPD-15457@Charged;ChEBI:77157@Charged	MetaCyc:CPD-15457@Charged;ChEBI:77157@Charged	OPAM2:MolGpKa		GC	MetaCyc:CPD-15457@Charged	MetaCyc:CPD-15457@Charged	
cpd34104	MetaCyc:CPD-15823	MetaCyc:CPD-15823	MetaCyc:CPD-15823	MetaCyc:CPD-15823		MetaCyc:CPD-15823	EQ	eQuilibrator:MNXM151240	MetaCyc:CPD-15823@Charged	eQuilibrator:MNXM151240
cpd34105	MetaCyc:CPD-18603	MetaCyc:CPD-18603	MetaCyc:CPD-18603	MetaCyc:CPD-18603	OPAM2:MolGpKa		GC	MetaCyc:CPD-18603@Charged	MetaCyc:CPD-18603@Charged	
cpd34106	MetaCyc:CPD-14483	MetaCyc:CPD-14483	MetaCyc:CPD-14483	MetaCyc:CPD-14483	OPAM2:MolGpKa		GC	MetaCyc:CPD-14483@Charged	MetaCyc:CPD-14483@Charged	
cpd34107	MetaCyc:CPD-16793	MetaCyc:CPD-16793	MetaCyc:CPD-16793	MetaCyc:CPD-16793	OPAM2:MolGpKa		EQ	eQuilibrator:MNXM147730	MetaCyc:CPD-16793@Charged	eQuilibrator:MNXM147730
cpd34108	MetaCyc:CPD-14979@Charged	MetaCyc:CPD-14979@Charged	MetaCyc:CPD-14979@Charged	MetaCyc:CPD-14979@Charged	OPAM2:MolGpKa		GC	MetaCyc:CPD-14979@Charged	MetaCyc:CPD-14979@Charged	eQuilibrator:MNXM681012
cpd34109	MetaCyc:CPD-21029@Charged	MetaCyc:CPD-21029@Charged	MetaCyc:CPD-21029@Charged	MetaCyc:CPD-21029@Charged	OPAM2:MolGpKa	OPAM2:MolGpKa	GC	MetaCyc:CPD-21029@Charged	MetaCyc:CPD-21029@Charged	
cpd34110	MetaCyc:CPD-14982@Charged	MetaCyc:CPD-14982@Charged	MetaCyc:CPD-14982@Charged	MetaCyc:CPD-14982@Charged	OPAM2:MolGpKa		GC	MetaCyc:CPD-14982@Charged	MetaCyc:CPD-14982@Charged	eQuilibrator:MNXM114689
cpd34111	MetaCyc:CPD-18784@Charged	MetaCyc:CPD-18784@Charged	MetaCyc:CPD-18784@Charged	MetaCyc:CPD-18784@Charged	OPAM2:MolGpKa		GC	MetaCyc:CPD-18784@Charged	MetaCyc:CPD-18784@Charged	
cpd34112	MetaCyc:CPD0-2582	MetaCyc:CPD0-2582	MetaCyc:CPD0-2582	MetaCyc:CPD0-2582	OPAM2:MolGpKa		GC	MetaCyc:CPD0-2582@Charged	MetaCyc:CPD0-2582@Charged	
cpd34113	MetaCyc:CPD-17502	MetaCyc:CPD-17502	MetaCyc:CPD-17502	MetaCyc:CPD-17502	OPAM2:MolGpKa		EQ	eQuilibrator:MNXM147872	MetaCyc:CPD-17502@Charged	eQuilibrator:MNXM147872
cpd34114	MetaCyc:CPD-16586	MetaCyc:CPD-16586	MetaCyc:CPD-16586	MetaCyc:CPD-16586	OPAM2:MolGpKa		EQ	eQuilibrator:MNXM148640	MetaCyc:CPD-16586@Charged	eQuilibrator:MNXM148640
cpd34115	MetaCyc:CPD-20030	MetaCyc:CPD-20030	MetaCyc:CPD-20030	MetaCyc:CPD-20030		MetaCyc:CPD-20030	EQ	eQuilibrator:MNXM160920	MetaCyc:CPD-20030@Charged	eQuilibrator:MNXM160920
cpd34116	MetaCyc:CPD-20962	MetaCyc:CPD-20962	MetaCyc:CPD-20962	MetaCyc:CPD-20962	MetaCyc:CPD-20962		GC	MetaCyc:CPD-20962@Charged	MetaCyc:CPD-20962@Charged	
cpd34117	MetaCyc:CPD-21420	MetaCyc:CPD-21420	MetaCyc:CPD-21420	MetaCyc:CPD-21420	OPAM2:MolGpKa	OPAM2:MolGpKa	GC	MetaCyc:CPD-21420@Charged	MetaCyc:CPD-21420@Charged	
cpd34118	MetaCyc:CPD-19131	MetaCyc:CPD-19131	MetaCyc:CPD-19131	MetaCyc:CPD-19131	OPAM2:MolGpKa		EQ	eQuilibrator:MNXM683040	MetaCyc:CPD-19131@Charged	eQuilibrator:MNXM683040
cpd34119	MetaCyc:CPD-17551	MetaCyc:CPD-17551	MetaCyc:CPD-17551	MetaCyc:CPD-17551	OPAM2:MolGpKa		GC	MetaCyc:CPD-17551@Charged	MetaCyc:CPD-17551@Charged	eQuilibrator:MNXM722914
cpd34120	MetaCyc:CPD-16156	MetaCyc:CPD-16156	MetaCyc:CPD-16156	MetaCyc:CPD-16156	OPAM2:MolGpKa		EQ	eQuilibrator:MNXM148875	MetaCyc:CPD-16156@Charged	eQuilibrator:MNXM148875
cpd34121	MetaCyc:CPD-14973	MetaCyc:CPD-14973	MetaCyc:CPD-14973	MetaCyc:CPD-14973	OPAM2:MolGpKa		EQ	eQuilibrator:MNXM129699	MetaCyc:CPD-14973@Charged	eQuilibrator:MNXM129699
cpd34122	MetaCyc:CPD-19214	MetaCyc:CPD-19214	MetaCyc:CPD-19214	MetaCyc:CPD-19214	OPAM2:MolGpKa		EQ	eQuilibrator:MNXM482096	MetaCyc:CPD-19214@Charged	eQuilibrator:MNXM482096
cpd34123	MetaCyc:CPD-14620@Charged	MetaCyc:CPD-14620@Charged	MetaCyc:CPD-14620@Charged	MetaCyc:CPD-14620@Charged	OPAM2:MolGpKa		GC	MetaCyc:CPD-14620@Charged	MetaCyc:CPD-14620@Charged	
cpd34124	MetaCyc:CPD-19841	MetaCyc:CPD-19841	MetaCyc:CPD-19841	MetaCyc:CPD-19841	OPAM2:MolGpKa		EQ	eQuilibrator:MNXM35014	MetaCyc:CPD-19841@Charged	eQuilibrator:MNXM35014
cpd34125	MetaCyc:CPD-20932	MetaCyc:CPD-20932	MetaCyc:CPD-20932	MetaCyc:CPD-20932	OPAM2:MolGpKa		GC	MetaCyc:CPD-20932@Charged	MetaCyc:CPD-20932@Charged	
cpd34126	MetaCyc:CPD-15346	MetaCyc:CPD-15346	MetaCyc:CPD-15346	MetaCyc:CPD-15346@Charged	OPAM2:MolGpKa		GC	MetaCyc:CPD-15346@Charged	MetaCyc:CPD-15346@Charged	eQuilibrator:MNXM157721
cpd34127	MetaCyc:CPD-20752	MetaCyc:CPD-20752	MetaCyc:CPD-20752	MetaCyc:CPD-20752	OPAM2:MolGpKa	OPAM2:MolGpKa	EQ	eQuilibrator:MNXM149088	MetaCyc:CPD-20752@Charged	eQuilibrator:MNXM149088
cpd34128	MetaCyc:CPD-18223@Charged	MetaCyc:CPD-18223@Charged	MetaCyc:CPD-18223@Charged	MetaCyc:CPD-18223@Charged	OPAM2:MolGpKa		GC	MetaCyc:CPD-18223@Charged	MetaCyc:CPD-18223@Charged	
cpd34129	MetaCyc:CPD-20081;ChEBI:137531	MetaCyc:CPD-20081;ChEBI:137531	MetaCyc:CPD-20081;ChEBI:137531	MetaCyc:CPD-20081;ChEBI:137531			GC	MetaCyc:CPD-20081@Charged	MetaCyc:CPD-20081@Charged	
cpd34130	MetaCyc:CPD-17402	MetaCyc:CPD-17402	MetaCyc:CPD-17402	MetaCyc:CPD-17402	OPAM2:MolGpKa	OPAM2:MolGpKa	EQ	eQuilibrator:MNXM147804	MetaCyc:CPD-17402@Charged	eQuilibrator:MNXM147804
cpd34131	MetaCyc:CPD-15186	MetaCyc:CPD-15186	MetaCyc:CPD-15186	MetaCyc:CPD-15186	OPAM2:MolGpKa		GC	MetaCyc:CPD-15186@Charged	MetaCyc:CPD-15186@Charged	eQuilibrator:MNXM7779
cpd34132	MetaCyc:CPD-17133@Charged	MetaCyc:CPD-17133@Charged	MetaCyc:CPD-17133@Charged	MetaCyc:CPD-17133@Charged	OPAM2:MolGpKa		GC	MetaCyc:CPD-17133@Charged	MetaCyc:CPD-17133@Charged	
cpd34133	MetaCyc:CPD-17784	MetaCyc:CPD-17784	MetaCyc:CPD-17784	MetaCyc:CPD-17784	OPAM2:MolGpKa		GC	MetaCyc:CPD-17784@Charged	MetaCyc:CPD-17784@Charged	
cpd34134	MetaCyc:CPD-20842	MetaCyc:CPD-20842	MetaCyc:CPD-20842	MetaCyc:CPD-20842	OPAM2:MolGpKa	OPAM2:MolGpKa	GC	MetaCyc:CPD-20842@Charged	MetaCyc:CPD-20842@Charged	
cpd34135	MetaCyc:CPD-20169	MetaCyc:CPD-20169	MetaCyc:CPD-20169	MetaCyc:CPD-20169			GC	MetaCyc:CPD-20169@Charged	MetaCyc:CPD-20169@Charged	
cpd34136	MetaCyc:CPD-21140	MetaCyc:CPD-21140	MetaCyc:CPD-21140	MetaCyc:CPD-21140	OPAM2:MolGpKa	OPAM2:MolGpKa	GC	MetaCyc:CPD-21140@Charged	MetaCyc:CPD-21140@Charged	
cpd34137	MetaCyc:CPD-17753@Charged	MetaCyc:CPD-17753@Charged	MetaCyc:CPD-17753@Charged	MetaCyc:CPD-17753@Charged	OPAM2:MolGpKa		GC	MetaCyc:CPD-17753@Charged	MetaCyc:CPD-17753@Charged	
cpd34138	MetaCyc:CPD-18046	MetaCyc:CPD-18046	MetaCyc:CPD-18046	MetaCyc:CPD-18046	OPAM2:MolGpKa	OPAM2:MolGpKa	EQ	eQuilibrator:MNXM149092	MetaCyc:CPD-18046@Charged	eQuilibrator:MNXM149092
cpd34139	MetaCyc:CPD-19393	MetaCyc:CPD-19393	MetaCyc:CPD-19393	MetaCyc:CPD-19393	OPAM2:MolGpKa		GC	MetaCyc:CPD-19393@Charged	MetaCyc:CPD-19393@Charged	eQuilibrator:MNXM116648
cpd34140	MetaCyc:CPD-18538	MetaCyc:CPD-18538	MetaCyc:CPD-18538	MetaCyc:CPD-18538	OPAM2:MolGpKa	OPAM2:MolGpKa	EQ	eQuilibrator:MNXM164009	MetaCyc:CPD-18538@Charged	eQuilibrator:MNXM164009
cpd34141	MetaCyc:CPD-16986	MetaCyc:CPD-16986	MetaCyc:CPD-16986	MetaCyc:CPD-16986		OPAM2:MolGpKa	GC	MetaCyc:CPD-16986@Charged	MetaCyc:CPD-16986@Charged	
cpd34142	MetaCyc:CPD-19445@Charged	MetaCyc:CPD-19445@Charged	MetaCyc:CPD-19445@Charged	MetaCyc:CPD-19445@Charged	OPAM2:MolGpKa	OPAM2:MolGpKa	GC	MetaCyc:CPD-19445@Charged	MetaCyc:CPD-19445@Charged	
cpd34143	MetaCyc:CPD-16620	MetaCyc:CPD-16620	MetaCyc:CPD-16620	MetaCyc:CPD-16620	OPAM2:MolGpKa		GC	MetaCyc:CPD-16620@Charged	MetaCyc:CPD-16620@Charged	
cpd34144	MetaCyc:CPD-17764	MetaCyc:CPD-17764	MetaCyc:CPD-17764	MetaCyc:CPD-17764	OPAM2:MolGpKa		GC	MetaCyc:CPD-17764@Charged	MetaCyc:CPD-17764@Charged	eQuilibrator:MNXM148083
cpd34145	MetaCyc:CPD-20280	MetaCyc:CPD-20280	MetaCyc:CPD-20280	MetaCyc:CPD-20280	OPAM2:MolGpKa	OPAM2:MolGpKa	GC	MetaCyc:CPD-20280@Charged	MetaCyc:CPD-20280@Charged	
cpd34146	MetaCyc:CPD-20618@Charged	MetaCyc:CPD-20618@Charged	MetaCyc:CPD-20618@Charged	MetaCyc:CPD-20618@Charged	OPAM2:MolGpKa		GC	MetaCyc:CPD-20618@Charged	MetaCyc:CPD-20618@Charged	
cpd34147	MetaCyc:CPD-19567	MetaCyc:CPD-19567	MetaCyc:CPD-19567	MetaCyc:CPD-19567	OPAM2:MolGpKa	OPAM2:MolGpKa	GC	MetaCyc:CPD-19567@Charged	MetaCyc:CPD-19567@Charged	
cpd34148	MetaCyc:CPD-20428	MetaCyc:CPD-20428	MetaCyc:CPD-20428	MetaCyc:CPD-20428	OPAM2:MolGpKa		GC	MetaCyc:CPD-20428@Charged	MetaCyc:CPD-20428@Charged	
cpd34149										
cpd34150	MetaCyc:CPD-14859	MetaCyc:CPD-14859	MetaCyc:CPD-14859	MetaCyc:CPD-14859	OPAM2:MolGpKa		GC	MetaCyc:CPD-14859@Charged	MetaCyc:CPD-14859@Charged	
cpd34151	MetaCyc:CPD-20943	MetaCyc:CPD-20943	MetaCyc:CPD-20943	MetaCyc:CPD-20943	OPAM2:MolGpKa		GC	MetaCyc:CPD-20943@Charged	MetaCyc:CPD-20943@Charged	
cpd34152	MetaCyc:CPD-17019	MetaCyc:CPD-17019	MetaCyc:CPD-17019	MetaCyc:CPD-17019	OPAM2:MolGpKa		GC	MetaCyc:CPD-17019@Charged	MetaCyc:CPD-17019@Charged	
cpd34153	MetaCyc:CPD-21040	MetaCyc:CPD-21040	MetaCyc:CPD-21040	MetaCyc:CPD-21040	OPAM2:MolGpKa		GC	MetaCyc:CPD-21040@Charged	MetaCyc:CPD-21040@Charged	
cpd34154	MetaCyc:CPD-17782	MetaCyc:CPD-17782	MetaCyc:CPD-17782	MetaCyc:CPD-17782@Charged	MetaCyc:CPD-17782	MetaCyc:CPD-17782	EQ	eQuilibrator:MNXM147815	MetaCyc:CPD-17782@Charged	eQuilibrator:MNXM147815
cpd34155	MetaCyc:CPD-19078;ChEBI:146203	MetaCyc:CPD-19078;ChEBI:146203	MetaCyc:CPD-19078;ChEBI:146203	MetaCyc:CPD-19078;ChEBI:146203	OPAM2:MolGpKa	OPAM2:MolGpKa	EQ	eQuilibrator:MNXM170353	MetaCyc:CPD-19078@Charged	eQuilibrator:MNXM170353
cpd34156	MetaCyc:CPD-14670	MetaCyc:CPD-14670	MetaCyc:CPD-14670	MetaCyc:CPD-14670	OPAM2:MolGpKa		EQ	eQuilibrator:MNXM102739	MetaCyc:CPD-14670@Charged	eQuilibrator:MNXM102739
cpd34157	MetaCyc:CPD-18212@Charged	MetaCyc:CPD-18212@Charged	MetaCyc:CPD-18212@Charged	MetaCyc:CPD-18212@Charged	OPAM2:MolGpKa		GC	MetaCyc:CPD-18212@Charged	MetaCyc:CPD-18212@Charged	
cpd34158	MetaCyc:CPD-15675	MetaCyc:CPD-15675	MetaCyc:CPD-15675	MetaCyc:CPD-15675	OPAM2:MolGpKa	OPAM2:MolGpKa	EQ	eQuilibrator:MNXM147744	MetaCyc:CPD-15675@Charged	eQuilibrator:MNXM147744
cpd34159	MetaCyc:CPD-17104	MetaCyc:CPD-17104	MetaCyc:CPD-17104	MetaCyc:CPD-17104	OPAM2:MolGpKa		GC	MetaCyc:CPD-17104@Charged	MetaCyc:CPD-17104@Charged	
cpd34160	MetaCyc:CPD-20429	MetaCyc:CPD-20429	MetaCyc:CPD-20429	MetaCyc:CPD-20429	OPAM2:MolGpKa		GC	MetaCyc:CPD-20429@Charged	MetaCyc:CPD-20429@Charged	
cpd34161	MetaCyc:CPD-15534	MetaCyc:CPD-15534	MetaCyc:CPD-15534	MetaCyc:CPD-15534	OPAM2:MolGpKa		GC	MetaCyc:CPD-15534@Charged	MetaCyc:CPD-15534@Charged	
cpd34162	MetaCyc:CPD-20717@Charged	MetaCyc:CPD-20717@Charged	MetaCyc:CPD-20717@Charged	MetaCyc:CPD-20717@Charged	OPAM2:MolGpKa		GC	MetaCyc:CPD-20717@Charged	MetaCyc:CPD-20717@Charged	
cpd34163	MetaCyc:CPD-15327	MetaCyc:CPD-15327	MetaCyc:CPD-15327	MetaCyc:CPD-15327	OPAM2:MolGpKa	OPAM2:MolGpKa	EQ	eQuilibrator:MNXM45663	MetaCyc:CPD-15327@Charged	eQuilibrator:MNXM45663
cpd34164	MetaCyc:CPD-20351	MetaCyc:CPD-20351	MetaCyc:CPD-20351	MetaCyc:CPD-20351	OPAM2:MolGpKa	OPAM2:MolGpKa	EQ	eQuilibrator:MNXM59323	MetaCyc:CPD-20351@Charged	eQuilibrator:MNXM59323
cpd34165	MetaCyc:CPD-14892	MetaCyc:CPD-14892	MetaCyc:CPD-14892	MetaCyc:CPD-14892	OPAM2:MolGpKa		GC	MetaCyc:CPD-14892@Charged	MetaCyc:CPD-14892@Charged	eQuilibrator:MNXM114508
cpd34166	MetaCyc:CPD-17755	MetaCyc:CPD-17755	MetaCyc:CPD-17755	MetaCyc:CPD-17755	OPAM2:MolGpKa		EQ	eQuilibrator:MNXM148658	MetaCyc:CPD-17755@Charged	eQuilibrator:MNXM148658
cpd34167	MetaCyc:CPD-21456	MetaCyc:CPD-21456	MetaCyc:CPD-21456	MetaCyc:CPD-21456	OPAM2:MolGpKa		GC	MetaCyc:CPD-21456@Charged	MetaCyc:CPD-21456@Charged	
cpd34168	MetaCyc:CPD-18539	MetaCyc:CPD-18539	MetaCyc:CPD-18539	MetaCyc:CPD-18539	OPAM2:MolGpKa	OPAM2:MolGpKa	EQ	eQuilibrator:MNXM163994	MetaCyc:CPD-18539@Charged	eQuilibrator:MNXM163994
cpd34169	MetaCyc:CPD-14764	MetaCyc:CPD-14764	MetaCyc:CPD-14764	MetaCyc:CPD-14764@Charged	OPAM2:MolGpKa	OPAM2:MolGpKa	GC	MetaCyc:CPD-14764@Charged	MetaCyc:CPD-14764@Charged	
cpd34170	MetaCyc:CPD-20311	MetaCyc:CPD-20311	MetaCyc:CPD-20311	MetaCyc:CPD-20311		MetaCyc:CPD-20311	GC	MetaCyc:CPD-20311@Charged	MetaCyc:CPD-20311@Charged	
cpd34171	MetaCyc:CPD-17844	MetaCyc:CPD-17844	MetaCyc:CPD-17844	MetaCyc:CPD-17844	OPAM2:MolGpKa		EQ	eQuilibrator:MNXM153020	MetaCyc:CPD-17844@Charged	eQuilibrator:MNXM153020
cpd34172	MetaCyc:CPD-20799;ChEBI:60120	MetaCyc:CPD-20799;ChEBI:60120	MetaCyc:CPD-20799;ChEBI:60120	MetaCyc:CPD-20799;ChEBI:60120	OPAM2:MolGpKa	OPAM2:MolGpKa	EQ	eQuilibrator:MNXM6518	MetaCyc:CPD-20799@Charged	eQuilibrator:MNXM6518
cpd34173	MetaCyc:CPD-20369	MetaCyc:CPD-20369	MetaCyc:CPD-20369	MetaCyc:CPD-20369	OPAM2:MolGpKa		EQ	eQuilibrator:MNXM507284	MetaCyc:CPD-20369@Charged	eQuilibrator:MNXM507284
cpd34174	MetaCyc:CPD-15789	MetaCyc:CPD-15789	MetaCyc:CPD-15789	MetaCyc:CPD-15789	OPAM2:MolGpKa		EQ	eQuilibrator:MNXM148974	MetaCyc:CPD-15789@Charged	eQuilibrator:MNXM148974
cpd34175	MetaCyc:CPD-15857;ChEBI:75234	MetaCyc:CPD-15857;ChEBI:75234	MetaCyc:CPD-15857;ChEBI:75234	MetaCyc:CPD-15857;ChEBI:75234	OPAM2:MolGpKa		EQ	eQuilibrator:MNXM162877	MetaCyc:CPD-15857@Charged	eQuilibrator:MNXM162877
cpd34176	MetaCyc:CPD-14832;ChEBI:141645	MetaCyc:CPD-14832;ChEBI:141645	MetaCyc:CPD-14832;ChEBI:141645	MetaCyc:CPD-14832;ChEBI:141645		OPAM2:MolGpKa	GC	MetaCyc:CPD-14832@Charged	MetaCyc:CPD-14832@Charged	
cpd34177	MetaCyc:CPD-17372	MetaCyc:CPD-17372	MetaCyc:CPD-17372	MetaCyc:CPD-17372	OPAM2:MolGpKa		EQ	eQuilibrator:MNXM147668	MetaCyc:CPD-17372@Charged	eQuilibrator:MNXM147668
cpd34178	MetaCyc:CPD-20125	MetaCyc:CPD-20125	MetaCyc:CPD-20125	MetaCyc:CPD-20125	OPAM2:MolGpKa		GC	MetaCyc:CPD-20125@Charged	MetaCyc:CPD-20125@Charged	
cpd34179	MetaCyc:CPD-18862@Charged	MetaCyc:CPD-18862@Charged		MetaCyc:CPD-18862@Charged	OPAM2:MolGpKa		GC	MetaCyc:CPD-18862@Charged	MetaCyc:CPD-18862@Charged	
cpd34180	MetaCyc:CPD-17379	MetaCyc:CPD-17379	MetaCyc:CPD-17379	MetaCyc:CPD-17379	OPAM2:MolGpKa	OPAM2:MolGpKa	EQ	eQuilibrator:MNXM148200	MetaCyc:CPD-17379@Charged	eQuilibrator:MNXM148200
cpd34181										
cpd34182	MetaCyc:CPD-18776@Charged	MetaCyc:CPD-18776@Charged	MetaCyc:CPD-18776@Charged	MetaCyc:CPD-18776@Charged	OPAM2:MolGpKa		EQ	eQuilibrator:MNXM163066	MetaCyc:CPD-18776@Charged	eQuilibrator:MNXM163066
cpd34183	MetaCyc:CPD-17440	MetaCyc:CPD-17440	MetaCyc:CPD-17440	MetaCyc:CPD-17440	OPAM2:MolGpKa	OPAM2:MolGpKa	GC	MetaCyc:CPD-17440@Charged	MetaCyc:CPD-17440@Charged	
cpd34184	MetaCyc:CPD-21284	MetaCyc:CPD-21284	MetaCyc:CPD-21284	MetaCyc:CPD-21284			GC	MetaCyc:CPD-21284@Charged	MetaCyc:CPD-21284@Charged	
cpd34185	MetaCyc:CPD-20531@Charged	MetaCyc:CPD-20531@Charged	MetaCyc:CPD-20531@Charged	MetaCyc:CPD-20531@Charged		MetaCyc:CPD-20531	EQ	eQuilibrator:MNXM113531	MetaCyc:CPD-20531@Charged	eQuilibrator:MNXM113531
cpd34186	MetaCyc:CPD-17394	MetaCyc:CPD-17394	MetaCyc:CPD-17394	MetaCyc:CPD-17394	OPAM2:MolGpKa	OPAM2:MolGpKa	GC	MetaCyc:CPD-17394@Charged	MetaCyc:CPD-17394@Charged	
cpd34187	MetaCyc:CPD-19295	MetaCyc:CPD-19295	MetaCyc:CPD-19295	MetaCyc:CPD-19295	OPAM2:MolGpKa		EQ	eQuilibrator:MNXM489192	MetaCyc:CPD-19295@Charged	eQuilibrator:MNXM489192
cpd34188	MetaCyc:CPD-18095@Charged	MetaCyc:CPD-18095@Charged	MetaCyc:CPD-18095@Charged	MetaCyc:CPD-18095@Charged	OPAM2:MolGpKa		GC	MetaCyc:CPD-18095@Charged	MetaCyc:CPD-18095@Charged	
cpd34189	MetaCyc:CPD0-2551@Charged;ChEBI:142798@Charged	MetaCyc:CPD0-2551@Charged;ChEBI:142798@Charged	MetaCyc:CPD0-2551@Charged;ChEBI:142798@Charged	MetaCyc:CPD0-2551@Charged;ChEBI:142798@Charged	MetaCyc:CPD0-2551	MetaCyc:CPD0-2551				
cpd34190	MetaCyc:CPD-19726@Charged	MetaCyc:CPD-19726@Charged	MetaCyc:CPD-19726@Charged	MetaCyc:CPD-19726@Charged	OPAM2:MolGpKa		GC	MetaCyc:CPD-19726@Charged	MetaCyc:CPD-19726@Charged	
cpd34191	MetaCyc:CPD-21367	MetaCyc:CPD-21367	MetaCyc:CPD-21367	MetaCyc:CPD-21367	OPAM2:MolGpKa		GC	MetaCyc:CPD-21367@Charged	MetaCyc:CPD-21367@Charged	
cpd34192	MetaCyc:CPD-15461@Charged	MetaCyc:CPD-15461@Charged	MetaCyc:CPD-15461@Charged	MetaCyc:CPD-15461@Charged	OPAM2:MolGpKa		GC	MetaCyc:CPD-15461@Charged	MetaCyc:CPD-15461@Charged	
cpd34193	MetaCyc:CPD-20446;ChEBI:138247	MetaCyc:CPD-20446;ChEBI:138247	MetaCyc:CPD-20446;ChEBI:138247	MetaCyc:CPD-20446;ChEBI:138247			GC	MetaCyc:CPD-20446@Charged	MetaCyc:CPD-20446@Charged	
cpd34194	MetaCyc:CPD-18152	MetaCyc:CPD-18152	MetaCyc:CPD-18152	MetaCyc:CPD-18152	OPAM2:MolGpKa		EQ	eQuilibrator:MNXM164022	MetaCyc:CPD-18152@Charged	eQuilibrator:MNXM164022
cpd34195	MetaCyc:CPD-18407	MetaCyc:CPD-18407	MetaCyc:CPD-18407	MetaCyc:CPD-18407			GC	MetaCyc:CPD-18407@Charged	MetaCyc:CPD-18407@Charged	
cpd34196	MetaCyc:CPD-14512	MetaCyc:CPD-14512	MetaCyc:CPD-14512	MetaCyc:CPD-14512		OPAM2:MolGpKa	GC	MetaCyc:CPD-14512@Charged	MetaCyc:CPD-14512@Charged	
cpd34197										
cpd34198	MetaCyc:CPD-16806;ChEBI:82775	MetaCyc:CPD-16806;ChEBI:82775	MetaCyc:CPD-16806;ChEBI:82775	MetaCyc:CPD-16806;ChEBI:82775@Charged	OPAM2:MolGpKa	OPAM2:MolGpKa	EQ	eQuilibrator:MNXM145884	MetaCyc:CPD-16806@Charged	eQuilibrator:MNXM145884
cpd34199	MetaCyc:CPD-18955	MetaCyc:CPD-18955	MetaCyc:CPD-18955	MetaCyc:CPD-18955	OPAM2:MolGpKa		EQ	eQuilibrator:MNXM164122	MetaCyc:CPD-18955@Charged	eQuilibrator:MNXM164122
cpd34200	MetaCyc:CPD-20042	MetaCyc:CPD-20042	MetaCyc:CPD-20042	MetaCyc:CPD-20042	OPAM2:MolGpKa		GC	MetaCyc:CPD-20042@Charged	MetaCyc:CPD-20042@Charged	
cpd34201	MetaCyc:CPD-15314	MetaCyc:CPD-15314	MetaCyc:CPD-15314	MetaCyc:CPD-15314	OPAM2:MolGpKa	OPAM2:MolGpKa	GC	MetaCyc:CPD-15314@Charged	MetaCyc:CPD-15314@Charged	eQuilibrator:MNXM78048
cpd34202	MetaCyc:CPD-21454	MetaCyc:CPD-21454	MetaCyc:CPD-21454	MetaCyc:CPD-21454	OPAM2:MolGpKa		GC	MetaCyc:CPD-21454@Charged	MetaCyc:CPD-21454@Charged	
cpd34203	MetaCyc:CPD-19070	MetaCyc:CPD-19070	MetaCyc:CPD-19070	MetaCyc:CPD-19070	OPAM2:MolGpKa		GC	MetaCyc:CPD-19070@Charged	MetaCyc:CPD-19070@Charged	eQuilibrator:MNXM163947
cpd34204	MetaCyc:CPD-17464;ChEBI:65060	MetaCyc:CPD-17464;ChEBI:65060	MetaCyc:CPD-17464;ChEBI:65060	MetaCyc:CPD-17464;ChEBI:65060	OPAM2:MolGpKa	OPAM2:MolGpKa	EQ	eQuilibrator:MNXM101099	MetaCyc:CPD-17464@Charged	eQuilibrator:MNXM101099
cpd34205	MetaCyc:CPD-18392	MetaCyc:CPD-18392	MetaCyc:CPD-18392	MetaCyc:CPD-18392	OPAM2:MolGpKa		GC	MetaCyc:CPD-18392@Charged	MetaCyc:CPD-18392@Charged	
cpd34206	MetaCyc:CPD-19781	MetaCyc:CPD-19781	MetaCyc:CPD-19781	MetaCyc:CPD-19781	OPAM2:MolGpKa		GC	MetaCyc:CPD-19781@Charged	MetaCyc:CPD-19781@Charged	
cpd34207	MetaCyc:CPD-18713;ChEBI:142478	MetaCyc:CPD-18713;ChEBI:142478	MetaCyc:CPD-18713;ChEBI:142478	MetaCyc:CPD-18713;ChEBI:142478	OPAM2:MolGpKa		GC	MetaCyc:CPD-18713@Charged	MetaCyc:CPD-18713@Charged	eQuilibrator:MNXM165579
cpd34208	MetaCyc:CPD-20378	MetaCyc:CPD-20378	MetaCyc:CPD-20378	MetaCyc:CPD-20378	OPAM2:MolGpKa	OPAM2:MolGpKa	EQ	eQuilibrator:MNXM126874	MetaCyc:CPD-20378@Charged	eQuilibrator:MNXM126874
