id	formula_src	charge_src	inchikey_src	smiles_src	pka_src	pkb_src	deltag_method	deltag_used_src	deltag_gc_src	deltag_eq_src
cpd34031	MetaCyc:CPD-17740	MetaCyc:CPD-17740	MetaCyc:CPD-17740	MetaCyc:CPD-17740	OPAM2:MolGpKa		EQ	eQuilibrator:MNXM148232	MetaCyc:CPD-17740@Charged	eQuilibrator:MNXM148232
cpd34032	MetaCyc:CPD-20553	MetaCyc:CPD-20553	MetaCyc:CPD-20553	MetaCyc:CPD-20553	OPAM2:MolGpKa		GC	MetaCyc:CPD-20553@Charged	MetaCyc:CPD-20553@Charged	
cpd34033	MetaCyc:CPD-19506;ChEBI:183093@Charged	MetaCyc:CPD-19506;ChEBI:183093@Charged	MetaCyc:CPD-19506;ChEBI:183093@Charged	MetaCyc:CPD-19506@Charged;ChEBI:183093@Charged	OPAM2:MolGpKa		GC	MetaCyc:CPD-19506@Charged	MetaCyc:CPD-19506@Charged	
cpd34034	MetaCyc:CPD-18555	MetaCyc:CPD-18555	MetaCyc:CPD-18555	MetaCyc:CPD-18555		MetaCyc:CPD-18555	GC	MetaCyc:CPD-18555@Charged	MetaCyc:CPD-18555@Charged	eQuilibrator:MNXM165162
cpd34035	MetaCyc:CPD-18181	MetaCyc:CPD-18181	MetaCyc:CPD-18181	MetaCyc:CPD-18181	OPAM2:MolGpKa		EQ	eQuilibrator:MNXM164376	MetaCyc:CPD-18181@Charged	eQuilibrator:MNXM164376
cpd34036	MetaCyc:CPD-16795	MetaCyc:CPD-16795	MetaCyc:CPD-16795	MetaCyc:CPD-16795	OPAM2:MolGpKa	OPAM2:MolGpKa	EQ	eQuilibrator:MNXM148311	MetaCyc:CPD-16795@Charged	eQuilibrator:MNXM148311
cpd34037	MetaCyc:CPD-14797	MetaCyc:CPD-14797	MetaCyc:CPD-14797	MetaCyc:CPD-14797			GC	MetaCyc:CPD-14797@Charged	MetaCyc:CPD-14797@Charged	
cpd34038	MetaCyc:CPD-21332	MetaCyc:CPD-21332	MetaCyc:CPD-21332	MetaCyc:CPD-21332			GC	MetaCyc:CPD-21332@Charged	MetaCyc:CPD-21332@Charged	eQuilibrator:MNXM48733
cpd34039	MetaCyc:CPD-18126@Charged	MetaCyc:CPD-18126@Charged	MetaCyc:CPD-18126@Charged	MetaCyc:CPD-18126@Charged	OPAM2:MolGpKa		EQ		MetaCyc:CPD-18126@Charged	
cpd34040	MetaCyc:CPD-18594	MetaCyc:CPD-18594	MetaCyc:CPD-18594	MetaCyc:CPD-18594	OPAM2:MolGpKa		EQ	eQuilibrator:MNXM56915	MetaCyc:CPD-18594@Charged	eQuilibrator:MNXM56915
cpd34041	MetaCyc:CPD-18898@Charged	MetaCyc:CPD-18898@Charged		MetaCyc:CPD-18898@Charged	OPAM2:MolGpKa		GC	MetaCyc:CPD-18898@Charged	MetaCyc:CPD-18898@Charged	
cpd34042	MetaCyc:CPD-20773@Charged	MetaCyc:CPD-20773@Charged	MetaCyc:CPD-20773@Charged	MetaCyc:CPD-20773@Charged	MetaCyc:CPD-20773	MetaCyc:CPD-20773	GC	MetaCyc:CPD-20773@Charged	MetaCyc:CPD-20773@Charged	
cpd34043	MetaCyc:CPD-16844@Charged	MetaCyc:CPD-16844@Charged	MetaCyc:CPD-16844@Charged	MetaCyc:CPD-16844@Charged	OPAM2:MolGpKa		GC	MetaCyc:CPD-16844@Charged	MetaCyc:CPD-16844@Charged	eQuilibrator:MNXM147465
cpd34044	MetaCyc:CPD-17110	MetaCyc:CPD-17110	MetaCyc:CPD-17110	MetaCyc:CPD-17110	OPAM2:MolGpKa	OPAM2:MolGpKa	GC	MetaCyc:CPD-17110@Charged	MetaCyc:CPD-17110@Charged	eQuilibrator:MNXM151522
cpd34045	MetaCyc:CPD-18461	MetaCyc:CPD-18461	MetaCyc:CPD-18461	MetaCyc:CPD-18461	OPAM2:MolGpKa		EQ	eQuilibrator:MNXM152769	MetaCyc:CPD-18461@Charged	eQuilibrator:MNXM152769
cpd34046	MetaCyc:CPD-16939	MetaCyc:CPD-16939	MetaCyc:CPD-16939	MetaCyc:CPD-16939	OPAM2:MolGpKa		EQ	eQuilibrator:MNXM148617	MetaCyc:CPD-16939@Charged	eQuilibrator:MNXM148617
cpd34047	MetaCyc:CPD-18368	MetaCyc:CPD-18368	MetaCyc:CPD-18368	MetaCyc:CPD-18368	OPAM2:MolGpKa	OPAM2:MolGpKa	GC	MetaCyc:CPD-18368@Charged	MetaCyc:CPD-18368@Charged	
cpd34048	MetaCyc:CPD-21236@Charged	MetaCyc:CPD-21236@Charged	MetaCyc:CPD-21236@Charged	MetaCyc:CPD-21236@Charged	OPAM2:MolGpKa		GC	MetaCyc:CPD-21236@Charged	MetaCyc:CPD-21236@Charged	
cpd34049	MetaCyc:CPD-17002	MetaCyc:CPD-17002	MetaCyc:CPD-17002	MetaCyc:CPD-17002	MetaCyc:CPD-17002	MetaCyc:CPD-17002	EQ	eQuilibrator:MNXM148570	MetaCyc:CPD-17002@Charged	eQuilibrator:MNXM148570
cpd34050	MetaCyc:CPD-17500	MetaCyc:CPD-17500	MetaCyc:CPD-17500	MetaCyc:CPD-17500	OPAM2:MolGpKa		GC	MetaCyc:CPD-17500@Charged	MetaCyc:CPD-17500@Charged	eQuilibrator:MNXM148193
cpd34051	MetaCyc:CPD-20473;ChEBI:138307	MetaCyc:CPD-20473;ChEBI:138307	MetaCyc:CPD-20473;ChEBI:138307	MetaCyc:CPD-20473;ChEBI:138307		MetaCyc:CPD-20473	GC	MetaCyc:CPD-20473@Charged	MetaCyc:CPD-20473@Charged	
cpd34052	MetaCyc:CPD-19595@Charged	MetaCyc:CPD-19595@Charged	MetaCyc:CPD-19595@Charged	MetaCyc:CPD-19595@Charged		MetaCyc:CPD-19595	EQ	eQuilibrator:MNXM481220	MetaCyc:CPD-19595@Charged	eQuilibrator:MNXM481220
cpd34053	MetaCyc:CPD-19300	MetaCyc:CPD-19300	MetaCyc:CPD-19300	MetaCyc:CPD-19300	OPAM2:MolGpKa		EQ	eQuilibrator:MNXM168375	MetaCyc:CPD-19300@Charged	eQuilibrator:MNXM168375
cpd34054	MetaCyc:CPD-20481@Charged	MetaCyc:CPD-20481@Charged	MetaCyc:CPD-20481@Charged	MetaCyc:CPD-20481@Charged	OPAM2:MolGpKa		GC	MetaCyc:CPD-20481@Charged	MetaCyc:CPD-20481@Charged	
cpd34055	MetaCyc:CPD-20757	MetaCyc:CPD-20757	MetaCyc:CPD-20757	MetaCyc:CPD-20757	OPAM2:MolGpKa	OPAM2:MolGpKa	GC	MetaCyc:CPD-20757@Charged	MetaCyc:CPD-20757@Charged	
cpd34056	MetaCyc:CPD-16493	MetaCyc:CPD-16493	MetaCyc:CPD-16493	MetaCyc:CPD-16493@Charged	OPAM2:MolGpKa	OPAM2:MolGpKa	EQ	eQuilibrator:MNXM59853	MetaCyc:CPD-16493@Charged	eQuilibrator:MNXM59853
cpd34057	MetaCyc:CPD-15255;ChEBI:74006	MetaCyc:CPD-15255;ChEBI:74006	MetaCyc:CPD-15255;ChEBI:74006	MetaCyc:CPD-15255;ChEBI:74006	OPAM2:MolGpKa		GC	MetaCyc:CPD-15255@Charged	MetaCyc:CPD-15255@Charged	eQuilibrator:MNXM146309
cpd34058	MetaCyc:CPD-15825;MetaCyc:L-Tagatose;ChEBI:134275	MetaCyc:CPD-15825;MetaCyc:L-Tagatose;ChEBI:134275	MetaCyc:CPD-15825;MetaCyc:L-Tagatose;ChEBI:134275	MetaCyc:CPD-15825;MetaCyc:L-Tagatose;ChEBI:134275	MetaCyc:CPD-15825	MetaCyc:CPD-15825	EQ	eQuilibrator:MNXM7487	MetaCyc:CPD-15825@Charged	eQuilibrator:MNXM7487
cpd34059	MetaCyc:CPD-19607	MetaCyc:CPD-19607	MetaCyc:CPD-19607	MetaCyc:CPD-19607	OPAM2:MolGpKa		EQ	eQuilibrator:MNXM80018	MetaCyc:CPD-19607@Charged	eQuilibrator:MNXM80018
cpd34060	MetaCyc:CPD-21160	MetaCyc:CPD-21160	MetaCyc:CPD-21160	MetaCyc:CPD-21160	OPAM2:MolGpKa	OPAM2:MolGpKa	GC	MetaCyc:CPD-21160@Charged	MetaCyc:CPD-21160@Charged	
cpd34061	MetaCyc:CPD-19478	MetaCyc:CPD-19478	MetaCyc:CPD-19478	MetaCyc:CPD-19478	OPAM2:MolGpKa		EQ	eQuilibrator:MNXM164090	MetaCyc:CPD-19478@Charged	eQuilibrator:MNXM164090
cpd34062	MetaCyc:CPD-19593	MetaCyc:CPD-19593	MetaCyc:CPD-19593	MetaCyc:CPD-19593		MetaCyc:CPD-19593	EQ	eQuilibrator:MNXM531885	MetaCyc:CPD-19593@Charged	eQuilibrator:MNXM531885
cpd34063	MetaCyc:CPD-20404;ChEBI:74340	MetaCyc:CPD-20404;ChEBI:74340	MetaCyc:CPD-20404;ChEBI:74340	MetaCyc:CPD-20404;ChEBI:74340	OPAM2:MolGpKa		GC	MetaCyc:CPD-20404@Charged	MetaCyc:CPD-20404@Charged	eQuilibrator:MNXM60745
cpd34064	MetaCyc:CPD-18844@Charged	MetaCyc:CPD-18844@Charged		MetaCyc:CPD-18844@Charged	OPAM2:MolGpKa		GC	MetaCyc:CPD-18844@Charged	MetaCyc:CPD-18844@Charged	
cpd34065	MetaCyc:CPD-17453@Charged	MetaCyc:CPD-17453@Charged	MetaCyc:CPD-17453@Charged	MetaCyc:CPD-17453@Charged	OPAM2:MolGpKa		GC	MetaCyc:CPD-17453@Charged	MetaCyc:CPD-17453@Charged	eQuilibrator:MNXM148226
cpd34066	MetaCyc:CPD-16975	MetaCyc:CPD-16975	MetaCyc:CPD-16975	MetaCyc:CPD-16975	OPAM2:MolGpKa		GC	MetaCyc:CPD-16975@Charged	MetaCyc:CPD-16975@Charged	eQuilibrator:MNXM499354
cpd34067	MetaCyc:CPD-16614	MetaCyc:CPD-16614	MetaCyc:CPD-16614	MetaCyc:CPD-16614		MetaCyc:CPD-16614	GC	MetaCyc:CPD-16614@Charged	MetaCyc:CPD-16614@Charged	
cpd34068	MetaCyc:CPD-19931	MetaCyc:CPD-19931	MetaCyc:CPD-19931	MetaCyc:CPD-19931	OPAM2:MolGpKa	OPAM2:MolGpKa	GC	MetaCyc:CPD-19931@Charged	MetaCyc:CPD-19931@Charged	
cpd34069	MetaCyc:CPD-20771@Charged	MetaCyc:CPD-20771@Charged	MetaCyc:CPD-20771@Charged	MetaCyc:CPD-20771@Charged	OPAM2:MolGpKa		GC	MetaCyc:CPD-20771@Charged	MetaCyc:CPD-20771@Charged	
cpd34070	MetaCyc:CPD-15894;ChEBI:78345	MetaCyc:CPD-15894;ChEBI:78345	MetaCyc:CPD-15894;ChEBI:78345	MetaCyc:CPD-15894;ChEBI:78345	OPAM2:MolGpKa		EQ	eQuilibrator:MNXM145763	MetaCyc:CPD-15894@Charged	eQuilibrator:MNXM145763
cpd34071	MetaCyc:CPD-18249@Charged	MetaCyc:CPD-18249@Charged	MetaCyc:CPD-18249@Charged	MetaCyc:CPD-18249@Charged	OPAM2:MolGpKa		GC	MetaCyc:CPD-18249@Charged	MetaCyc:CPD-18249@Charged	
cpd34072	MetaCyc:CPD-18168	MetaCyc:CPD-18168	MetaCyc:CPD-18168	MetaCyc:CPD-18168	OPAM2:MolGpKa		EQ	eQuilibrator:MNXM167936	MetaCyc:CPD-18168@Charged	eQuilibrator:MNXM167936
cpd34073	MetaCyc:CPD-14786	MetaCyc:CPD-14786	MetaCyc:CPD-14786	MetaCyc:CPD-14786	OPAM2:MolGpKa	OPAM2:MolGpKa	EQ	eQuilibrator:MNXM114495	MetaCyc:CPD-14786@Charged	eQuilibrator:MNXM114495
cpd34074	MetaCyc:CPD-19161	MetaCyc:CPD-19161	MetaCyc:CPD-19161	MetaCyc:CPD-19161	OPAM2:MolGpKa	OPAM2:MolGpKa	EQ	eQuilibrator:MNXM163954	MetaCyc:CPD-19161@Charged	eQuilibrator:MNXM163954
cpd34075	MetaCyc:CPD-19171;ChEBI:87687	MetaCyc:CPD-19171;ChEBI:87687	MetaCyc:CPD-19171;ChEBI:87687	MetaCyc:CPD-19171;ChEBI:87687	OPAM2:MolGpKa	OPAM2:MolGpKa	EQ	eQuilibrator:MNXM149457	MetaCyc:CPD-19171@Charged	eQuilibrator:MNXM149457
cpd34076	MetaCyc:CPD-15274	MetaCyc:CPD-15274	MetaCyc:CPD-15274	MetaCyc:CPD-15274	OPAM2:MolGpKa	OPAM2:MolGpKa	GC	MetaCyc:CPD-15274@Charged	MetaCyc:CPD-15274@Charged	
cpd34077	MetaCyc:CPD-16650	MetaCyc:CPD-16650	MetaCyc:CPD-16650	MetaCyc:CPD-16650	OPAM2:MolGpKa	OPAM2:MolGpKa	EQ	eQuilibrator:MNXM149040	MetaCyc:CPD-16650@Charged	eQuilibrator:MNXM149040
cpd34078	MetaCyc:CPD-17360;ChEBI:145684	MetaCyc:CPD-17360;ChEBI:145684	MetaCyc:CPD-17360;ChEBI:145684	MetaCyc:CPD-17360;ChEBI:145684	OPAM2:MolGpKa		EQ	eQuilibrator:MNXM147521	MetaCyc:CPD-17360@Charged	eQuilibrator:MNXM147521
cpd34079	MetaCyc:CPD-15361;ChEBI:76387	MetaCyc:CPD-15361;ChEBI:76387	MetaCyc:CPD-15361;ChEBI:76387	MetaCyc:CPD-15361;ChEBI:76387	OPAM2:MolGpKa	OPAM2:MolGpKa	EQ	eQuilibrator:MNXM145825	MetaCyc:CPD-15361@Charged	eQuilibrator:MNXM145825
cpd34080	MetaCyc:CPD-20599	MetaCyc:CPD-20599	MetaCyc:CPD-20599	MetaCyc:CPD-20599	OPAM2:MolGpKa		GC	MetaCyc:CPD-20599@Charged	MetaCyc:CPD-20599@Charged	
cpd34081	MetaCyc:CPD-18324@Charged	MetaCyc:CPD-18324@Charged	MetaCyc:CPD-18324@Charged	MetaCyc:CPD-18324@Charged	MetaCyc:CPD-18324	MetaCyc:CPD-18324	GC	MetaCyc:CPD-18324@Charged	MetaCyc:CPD-18324@Charged	
cpd34082	MetaCyc:CPD-21427;ChEBI:138171	MetaCyc:CPD-21427;ChEBI:138171	MetaCyc:CPD-21427;ChEBI:138171	MetaCyc:CPD-21427;ChEBI:138171	OPAM2:MolGpKa	OPAM2:MolGpKa	GC	MetaCyc:CPD-21427@Charged	MetaCyc:CPD-21427@Charged	eQuilibrator:MNXM588676
cpd34083	MetaCyc:CPD-14999@Charged;ChEBI:77771@Charged	MetaCyc:CPD-14999@Charged;ChEBI:77771@Charged	MetaCyc:CPD-14999@Charged;ChEBI:77771@Charged	MetaCyc:CPD-14999@Charged;ChEBI:77771@Charged	OPAM2:MolGpKa		GC	MetaCyc:CPD-14999@Charged	MetaCyc:CPD-14999@Charged	
cpd34084	MetaCyc:CPD-17701	MetaCyc:CPD-17701	MetaCyc:CPD-17701	MetaCyc:CPD-17701	OPAM2:MolGpKa		GC	MetaCyc:CPD-17701@Charged	MetaCyc:CPD-17701@Charged	eQuilibrator:MNXM147825
cpd34085	MetaCyc:methanofuran-d	MetaCyc:methanofuran-d	MetaCyc:methanofuran-d	MetaCyc:methanofuran-d	OPAM2:MolGpKa	OPAM2:MolGpKa	GC	MetaCyc:methanofuran-d@Charged	MetaCyc:methanofuran-d@Charged	eQuilibrator:MNXM149107
cpd34086	MetaCyc:CPD-18470;ChEBI:156237	MetaCyc:CPD-18470;ChEBI:156237	MetaCyc:CPD-18470;ChEBI:156237	MetaCyc:CPD-18470;ChEBI:156237			GC	MetaCyc:CPD-18470@Charged	MetaCyc:CPD-18470@Charged	
cpd34087	MetaCyc:CPD-18109;ChEBI:142288@Charged	MetaCyc:CPD-18109;ChEBI:142288@Charged	MetaCyc:CPD-18109;ChEBI:142288@Charged	MetaCyc:CPD-18109;ChEBI:142288@Charged	OPAM2:MolGpKa		GC	MetaCyc:CPD-18109@Charged	MetaCyc:CPD-18109@Charged	eQuilibrator:MNXM164309
cpd34088	MetaCyc:CPD-15352	MetaCyc:CPD-15352	MetaCyc:CPD-15352	MetaCyc:CPD-15352	OPAM2:MolGpKa	OPAM2:MolGpKa	EQ	eQuilibrator:MNXM151698	MetaCyc:CPD-15352@Charged	eQuilibrator:MNXM151698
cpd34089	MetaCyc:CPD-21496;ChEBI:143008	MetaCyc:CPD-21496;ChEBI:143008	MetaCyc:CPD-21496;ChEBI:143008	MetaCyc:CPD-21496;ChEBI:143008	OPAM2:MolGpKa	OPAM2:MolGpKa	GC	MetaCyc:CPD-21496@Charged	MetaCyc:CPD-21496@Charged	
cpd34090	MetaCyc:CPD-19187;ChEBI:131704	MetaCyc:CPD-19187;ChEBI:131704	MetaCyc:CPD-19187;ChEBI:131704	MetaCyc:CPD-19187;ChEBI:131704	OPAM2:MolGpKa		EQ	eQuilibrator:MNXM162456	MetaCyc:CPD-19187@Charged	eQuilibrator:MNXM162456
cpd34091	MetaCyc:CPD-20242;ChEBI:138944	MetaCyc:CPD-20242;ChEBI:138944	MetaCyc:CPD-20242;ChEBI:138944	MetaCyc:CPD-20242;ChEBI:138944	OPAM2:MolGpKa		GC	MetaCyc:CPD-20242@Charged	MetaCyc:CPD-20242@Charged	
cpd34092	MetaCyc:CPD-16668;ChEBI:141020	MetaCyc:CPD-16668;ChEBI:141020	MetaCyc:CPD-16668;ChEBI:141020	MetaCyc:CPD-16668;ChEBI:141020	OPAM2:MolGpKa		GC	MetaCyc:CPD-16668@Charged	MetaCyc:CPD-16668@Charged	
cpd34093	MetaCyc:CPD-15605	MetaCyc:CPD-15605	MetaCyc:CPD-15605	MetaCyc:CPD-15605	OPAM2:MolGpKa		GC	MetaCyc:CPD-15605@Charged	MetaCyc:CPD-15605@Charged	eQuilibrator:MNXM150222
cpd34094	MetaCyc:CPD-19196	MetaCyc:CPD-19196	MetaCyc:CPD-19196	MetaCyc:CPD-19196	OPAM2:MolGpKa		EQ	eQuilibrator:MNXM526129	MetaCyc:CPD-19196@Charged	eQuilibrator:MNXM526129
cpd34095	MetaCyc:CPD-16456	MetaCyc:CPD-16456	MetaCyc:CPD-16456	MetaCyc:CPD-16456@Charged	OPAM2:MolGpKa	OPAM2:MolGpKa	GC	MetaCyc:CPD-16456@Charged	MetaCyc:CPD-16456@Charged	
cpd34096	MetaCyc:CPD-17330	MetaCyc:CPD-17330	MetaCyc:CPD-17330	MetaCyc:CPD-17330	OPAM2:MolGpKa		EQ	eQuilibrator:MNXM83823	MetaCyc:CPD-17330@Charged	eQuilibrator:MNXM83823
cpd34097	MetaCyc:CPD-20607@Charged	MetaCyc:CPD-20607@Charged	MetaCyc:CPD-20607@Charged	MetaCyc:CPD-20607@Charged	OPAM2:MolGpKa	OPAM2:MolGpKa	EQ	eQuilibrator:MNXM37021	MetaCyc:CPD-20607@Charged	eQuilibrator:MNXM37021
cpd34098	MetaCyc:CPD-18193@Charged	MetaCyc:CPD-18193@Charged	MetaCyc:CPD-18193@Charged	MetaCyc:CPD-18193@Charged	OPAM2:MolGpKa		EQ	eQuilibrator:MNXM489145	MetaCyc:CPD-18193@Charged	eQuilibrator:MNXM489145
cpd34099	MetaCyc:CPD-20252;ChEBI:138167	MetaCyc:CPD-20252;ChEBI:138167	MetaCyc:CPD-20252;ChEBI:138167	MetaCyc:CPD-20252;ChEBI:138167		MetaCyc:CPD-20252	GC	MetaCyc:CPD-20252@Charged	MetaCyc:CPD-20252@Charged	
